s0,q_assumed_ah,soc_min,soc_max,score_bias_offset_mv,rmse_no_bias_mv,bias_no_bias_mv,rmse_with_score_bias_mv,bias_with_score_bias_mv
0.68,2.35,0.001,0.68,35.8257198206618,274.86662479449603,35.8257198206618,272.521887607674,4.8289019123143196e-14
0.69,2.35,0.001,0.69,41.25898958333292,270.69091278078156,41.25898958333292,267.5280658933845,-1.448670573694296e-13
0.7,2.35,0.001,0.7,46.01548761234457,267.6353169009762,46.01548761234457,263.6498392802167,1.448670573694296e-13
0.71,2.35,0.001,0.71,50.44933297690245,264.95684102734225,50.44933297690245,260.1095776963508,-2.897341147388592e-14
0.72,2.35,0.001,0.72,54.53647704382121,262.6282856101396,54.53647704382121,256.9034625577666,1.5452486119405823e-13
0.73,2.35,0.001,0.73,59.802022042050055,258.7986018926274,59.802022042050055,251.7944290512814,1.9315607649257278e-13
0.74,2.35,0.001,0.74,64.8047245090215,255.6501526763021,64.8047245090215,247.30011776124653,1.7384046884331552e-13
0.75,2.35,0.001,0.75,69.39764133814838,253.06871399793894,69.39764133814838,243.36750272226644,7.726243059702911e-14
0.76,2.35,0.001,0.76,73.61553604451794,250.88891942522113,73.61553604451794,239.84578950490956,5.794682294777183e-14
0.77,2.35,0.001,0.77,78.46305336706199,248.1486626702598,78.46305336706199,235.41730616366326,-7.726243059702911e-14
0.78,2.35,0.001,0.78,83.76286591078136,245.43381372680378,83.76286591078136,230.6979393382088,-4.8289019123143196e-14
0.79,2.35,0.001,0.79,88.50925009012568,243.65780829214484,88.50925009012568,227.01374449626434,-1.9315607649257278e-14
0.8,2.35,0.001,0.8,92.93829976933185,242.458082766983,92.93829976933185,223.938371734339,5.794682294777183e-14
0.81,2.35,0.001,0.81,97.40456020800792,241.79618563673395,97.40456020800792,221.30916618874704,-1.0623584207091504e-13
0.82,2.35,0.00552289863059785,0.82,103.05870541097961,241.81927459183805,103.05870541097961,218.7589193681841,-9.657803824628639e-14
0.83,2.35,0.015522898630597859,0.83,108.37488695340377,243.3960293109518,108.37488695340377,217.93694262830857,1.9315607649257278e-13
0.84,2.35,0.025522898630597868,0.84,127.4903164037327,274.15608401260187,127.4903164037327,242.70924503281893,-1.6418266501868687e-13
0.85,2.35,0.03552289863059788,0.85,148.59447687988674,311.02314164080735,148.59447687988674,273.230810994863,-6.760462677240048e-14
0.86,2.35,0.045522898630597886,0.86,164.85472457646853,338.91637115890285,164.85472457646853,296.1202904637504,-1.1589364589554367e-13
0.87,2.35,0.055522898630597894,0.87,178.20207509568,361.46008453651973,178.20207509568,314.47959098285156,-7.726243059702911e-14
0.88,2.35,0.0655228986305979,0.88,189.44529532468536,380.3395522221088,189.44529532468536,329.800932478756,1.1589364589554367e-13
0.89,2.35,0.07552289863059791,0.89,198.82253046609875,396.0663523891794,198.82253046609875,342.54657621107066,-1.1589364589554367e-13
0.9,2.35,0.08552289863059792,0.9,205.9559254946336,407.5687135785095,205.9559254946336,351.70216525021567,-1.1589364589554367e-13
0.91,2.35,0.09552289863059793,0.91,210.2640654316118,413.4621120530086,210.2640654316118,356.00553491695257,1.1589364589554367e-13
0.92,2.35,0.10552289863059794,0.92,212.92206968189433,416.03247412202995,212.92206968189433,357.4174195062071,0.0
0.93,2.35,0.11552289863059795,0.93,214.9751091585212,417.4764996155672,214.9751091585212,357.87194661435615,-1.9315607649257278e-14
0.94,2.35,0.12552289863059785,0.94,216.78164679741167,418.5238663680018,216.78164679741167,358.005508800386,-7.726243059702911e-14
0.95,2.35,0.13552289863059785,0.95,218.51071177674194,419.4377263718761,218.51071177674194,358.02384717059067,1.3520925354480096e-13
0.96,2.35,0.14552289863059786,0.96,220.25539490603768,420.39523266638525,220.25539490603768,358.0778025281791,1.1589364589554367e-13
0.97,2.35,0.15552289863059787,0.97,222.1638242188995,421.7447551886002,222.1638242188995,358.48552793317367,3.8631215298514557e-14
0.98,2.35,0.16552289863059788,0.98,224.6566526510761,424.3829969079503,224.6566526510761,360.04210376591664,-1.7384046884331552e-13
0.99,2.35,0.1755228986305979,0.99,227.4137572805424,427.64697934834555,227.4137572805424,362.166980749641,-2.1247168414183007e-13
0.2,2.4,0.001,0.2,-172.14723490194746,422.5132075994376,-172.14723490194746,385.8532624088841,3.8631215298514557e-14
0.21,2.4,0.001,0.21,-167.51645858458767,418.67023634473964,-167.51645858458767,383.69649842582385,-5.794682294777183e-14
0.22,2.4,0.001,0.22,-163.58787700401442,415.7541370866823,-163.58787700401442,382.21788158328127,3.8631215298514557e-14
0.23,2.4,0.001,0.23,-159.99409221667844,413.1658736652792,-159.99409221667844,380.9303474617826,3.8631215298514557e-14
0.24,2.4,0.001,0.24,-156.7258429042087,410.8607439201794,-156.7258429042087,379.7941035095313,2.1247168414183007e-13
0.25,2.4,0.001,0.25,-152.32156312833067,407.28720242242235,-152.32156312833067,377.73139486045534,1.1589364589554367e-13
0.26,2.4,0.001,0.26,-148.07948833327325,404.12263078512945,-148.07948833327325,376.01537980201033,2.1247168414183007e-13
0.27,2.4,0.001,0.27,-144.19490605930508,401.3977239465014,-144.19490605930508,374.6037397784224,1.9315607649257278e-14
0.28,2.4,0.001,0.28,-140.66696860489924,398.98565602724045,-140.66696860489924,373.3662513658616,9.657803824628639e-14
0.29,2.4,0.001,0.29,-136.40059401894894,395.7074983119368,-136.40059401894894,371.45565303488024,-1.3520925354480096e-13
0.3,2.4,0.001,0.3,-131.81248102512137,392.2732414949943,-131.81248102512137,369.4641604255982,2.3178729179108734e-13
0.31,2.4,0.001,0.31,-127.70018438644901,389.45483763500636,-127.70018438644901,367.9235429610018,1.3520925354480096e-13
0.32,2.4,0.001,0.32,-123.90294381119104,386.91786422990623,-123.90294381119104,366.54262258999705,1.3520925354480096e-13
0.33,2.4,0.001,0.33,-119.8044458659405,383.96625614858743,-119.8044458659405,364.7971773623222,-7.726243059702911e-14
0.34,2.4,0.001,0.34,-114.89693684577098,380.23744565808545,-114.89693684577098,362.46270012795026,7.726243059702911e-14
0.35,2.4,0.001,0.35,-110.56049266233055,377.29119441967674,-110.56049266233055,360.7284613790393,-3.8631215298514557e-14
0.36,2.4,0.001,0.36,-106.52678458279965,374.6201642956542,-106.52678458279965,359.1549967122172,8.692023442165776e-14
0.37,2.4,0.001,0.37,-102.64142457983687,372.0245017381973,-102.64142457983687,357.58490999170476,-4.8289019123143196e-14
0.38,2.4,0.001,0.38,-97.45857048392028,367.96647792494673,-97.45857048392028,354.8255288387817,-1.2555144972017232e-13
0.39,2.4,0.001,0.39,-92.93807768917837,364.86120613760363,-92.93807768917837,352.8260385227076,9.657803824628639e-15
0.4,2.4,0.001,0.4,-88.71354777315253,362.05996594617983,-88.71354777315253,351.02325476020746,-9.657803824628639e-14
0.41,2.4,0.001,0.41,-84.81547685850586,359.55300280464996,-84.81547685850586,349.4062058852202,2.897341147388592e-14
0.42,2.4,0.001,0.42,-79.64722722815004,355.4972582293681,-79.64722722815004,346.46012729239914,5.794682294777183e-14
0.43,2.4,0.001,0.43,-74.87525871526049,352.13615413906103,-74.87525871526049,344.08366233253696,-1.6418266501868687e-13
0.44,2.4,0.001,0.44,-70.46163266158024,349.1956898919442,-70.46163266158024,342.01284794839995,1.0623584207091504e-13
0.45,2.4,0.001,0.45,-66.40637149627538,346.56868118360404,-66.40637149627538,340.1470925967783,-1.5452486119405823e-13
0.46,2.4,0.001,0.46,-61.47149763942356,342.7776371263429,-61.47149763942356,337.2206451151607,-5.794682294777183e-14
0.47,2.4,0.001,0.47,-56.44283474422378,339.0817875711178,-56.44283474422378,334.3511104639266,-1.5452486119405823e-13
0.48,2.4,0.001,0.48,-51.87541215177372,335.9919137755518,-51.87541215177372,331.9631120119243,2.1247168414183007e-13
0.49,2.4,0.001,0.49,-47.67033184094985,333.2186118297444,-47.67033184094985,329.7911198499978,7.726243059702911e-14
0.5,2.4,0.001,0.5,-43.019088535443224,329.75851443357874,-43.019088535443224,326.94041638044763,-9.657803824628639e-14
0.51,2.4,0.001,0.51,-37.787171194073714,325.7107209601573,-37.787171194073714,323.5113652432248,8.692023442165776e-14
0.52,2.4,0.001,0.52,-33.11955222197086,322.4860816022257,-33.11955222197086,320.78087238451974,6.760462677240048e-14
0.53,2.4,0.001,0.53,-28.790448481157725,319.5808322310518,-28.790448481157725,318.2813510178462,1.1589364589554367e-13
0.54,2.4,0.001,0.54,-24.456317271600238,316.5532117618369,-24.456317271600238,315.60707283304845,1.1589364589554367e-13
0.55,2.4,0.001,0.55,-19.044683751010517,312.2382378986189,-19.044683751010517,311.6568902284346,1.9315607649257278e-14
0.56,2.4,0.001,0.56,-14.278334079408333,308.94038068841957,-14.278334079408333,308.61025257729597,-1.9798497840488712e-13
0.57,2.4,0.001,0.57,-9.845154271528704,305.9906749870886,-9.845154271528704,305.8322515962368,3.8631215298514557e-14
0.58,2.4,0.001,0.58,-5.747584657268285,303.3756309312304,-5.747584657268285,303.3211807861918,4.8289019123143196e-14
0.59,2.4,0.001,0.59,-0.2616540927457913,298.9622025603113,-0.2616540927457913,298.9620880594199,1.9315607649257278e-14
0.6,2.4,0.001,0.6,4.621077534315737,295.5798130607945,4.621077534315737,295.5436880250973,1.0623584207091504e-13
0.61,2.4,0.001,0.61,9.137613395115963,292.62325462413617,9.137613395115963,292.4805517778292,-1.9315607649257278e-14
0.62,2.4,0.001,0.62,13.299509216834199,290.0092107947777,13.299509216834199,289.7040997300541,2.1247168414183007e-13
0.63,2.4,0.001,0.63,18.459542573101512,286.02817703332136,18.459542573101512,285.4318891522054,-4.8289019123143196e-14
0.64,2.4,0.001,0.64,23.514811508460326,282.4593582111675,23.514811508460326,281.4788494377264,-1.6418266501868687e-13
0.65,2.4,0.001,0.65,28.128219492162007,279.4845906440613,28.128219492162007,278.06553126139045,5.794682294777183e-14
0.66,2.4,0.001,0.66,32.36669082270309,276.8688682252741,32.36669082270309,274.9704848116098,-8.692023442165776e-14
0.67,2.4,0.001,0.67,37.21036843763548,273.3721096266647,37.21036843763548,270.8278028609113,-1.9315607649257278e-14
0.68,2.4,0.001,0.68,42.44698060974702,269.61539073191267,42.44698060974702,266.25309905546203,-1.448670573694296e-13
0.69,2.4,0.001,0.69,47.1491941957205,266.6833407825044,47.1491941957205,262.48229985584095,-9.657803824628639e-15
0.7,2.4,0.001,0.7,51.5132179343242,264.1024601085366,51.5132179343242,259.02991683091744,-6.760462677240048e-14
0.71,2.4,0.001,0.71,56.048405060480896,261.2101322319832,56.048405060480896,255.12606583966758,7.726243059702911e-14
0.72,2.4,0.001,0.72,61.47665421870018,257.3606959732523,61.47665421870018,249.9102815370171,2.0281388031720143e-13
0.73,2.4,0.001,0.73,66.30275202208334,254.52534967201677,66.30275202208334,245.73786582446047,2.0281388031720143e-13
0.74,2.4,0.001,0.74,70.81406741836264,252.05904594032725,70.81406741836264,241.90727664957828,-1.8349827266794416e-13
0.75,2.4,0.001,0.75,75.0800542760741,249.91310372233883,75.0800542760741,238.36850643915665,-5.794682294777183e-14
0.76,2.4,0.001,0.76,80.71940818869831,246.58718167149388,80.71940818869831,233.00132039616562,1.3520925354480096e-13
0.77,2.4,0.001,0.77,85.69264224083143,244.46693516316327,85.69264224083143,228.95600768238242,-1.0623584207091504e-13
0.78,2.4,0.001,0.78,90.33800486007945,242.9828634056156,90.33800486007945,225.56532709326652,-2.897341147388592e-14
0.79,2.4,0.001,0.79,94.65531490929902,242.11702604955894,94.65531490929902,222.8475390541799,9.657803824628639e-15
0.8,2.4,0.0024911715757937047,0.8,100.13812373118732,241.76913301363467,100.13812373118732,220.05606070672533,-4.8289019123143196e-14
0.81,2.4,0.012491171575793714,0.81,105.37191536887599,242.49523943189348,105.37191536887599,218.4049005828985,-1.448670573694296e-13
0.82,2.4,0.02249117157579361,0.82,118.4902103616178,260.4150145050226,118.4902103616178,231.89663608623286,-6.760462677240048e-14
0.83,2.4,0.03249117157579362,0.83,141.7482183570087,301.0914406203625,141.7482183570087,265.63790807687644,3.8631215298514557e-14
0.84,2.4,0.04249117157579363,0.84,159.23594219420238,331.14887004774283,159.23594219420238,290.35063087140264,-9.657803824628639e-14
0.85,2.4,0.05249117157579364,0.85,173.3450169961379,355.0525394034091,173.3450169961379,309.8609540090814,-1.9315607649257278e-14
0.86,2.4,0.06249117157579365,0.86,185.20136991059496,374.93484119860847,185.20136991059496,326.00090142185917,1.7384046884331552e-13
0.87,2.4,0.07249117157579366,0.87,195.19458347848408,391.6137968067249,195.19458347848408,339.50028045649674,5.794682294777183e-14
0.88,2.4,0.08249117157579366,0.88,203.1378659696907,404.60124801375196,203.1378659696907,349.9102417814683,1.7384046884331552e-13
0.89,2.4,0.09249117157579367,0.89,208.34650998126534,412.300197135018,208.34650998126534,355.78530652094275,0.0
0.9,2.4,0.10249117157579368,0.9,211.33207521932343,415.46536665155463,211.33207521932343,357.7013067776032,1.3520925354480096e-13
0.91,2.4,0.11249117157579369,0.91,213.5477892190014,417.11422552068564,213.5477892190014,358.30380803362715,-3.8631215298514557e-14
0.92,2.4,0.1224911715757937,0.92,215.44616763387265,418.22969340368286,215.44616763387265,358.46760703920773,3.8631215298514557e-14
0.93,2.4,0.1324911715757937,0.93,217.1925999426981,419.1606220674,217.1925999426981,358.50104828586046,7.726243059702911e-14
0.94,2.4,0.1424911715757936,0.94,218.9448339126291,420.084547254266,218.9448339126291,358.51664751416064,-1.7384046884331552e-13
0.95,2.4,0.15249117157579362,0.95,220.79855473205194,421.25418947091043,220.79855473205194,358.7521294362317,-2.1247168414183007e-13
0.96,2.4,0.16249117157579362,0.96,223.0947501222462,423.3957736337954,223.0947501222462,359.8509602583445,5.794682294777183e-14
0.97,2.4,0.17249117157579363,0.97,225.84602338493198,426.63671164880054,225.84602338493198,361.95643031684705,-1.9315607649257278e-14
0.98,2.4,0.18249117157579364,0.98,228.46543116685737,429.66147206655097,228.46543116685737,363.8853216882175,1.1589364589554367e-13
0.99,2.4,0.19249117157579365,0.99,230.73784932030392,432.06449506870723,230.73784932030392,365.2940908227475,7.726243059702911e-14
0.2,2.45,0.001,0.2,-170.63191935355374,421.15588709260606,-170.63191935355374,385.0415942862307,1.9315607649257278e-13
0.21,2.45,0.001,0.21,-166.18683749806334,417.61740187696626,-166.18683749806334,383.1269102958703,1.9315607649257278e-13
0.22,2.45,0.001,0.22,-162.33894338099464,414.80898920858004,-162.33894338099464,381.72315228472337,9.657803824628639e-14
0.23,2.45,0.001,0.23,-158.80367615773423,412.2804787986004,-158.80367615773423,380.4689023260544,-1.7384046884331552e-13
0.24,2.45,0.001,0.24,-155.16893726909672,409.5615127913879,-155.16893726909672,379.02933087922,3.8631215298514557e-14
0.25,2.45,0.001,0.25,-150.51785009011263,405.82922135932154,-150.51785009011263,376.8842444482969,1.5452486119405823e-13
0.26,2.45,0.001,0.26,-146.45420310024463,402.9119823299846,-146.45420310024463,375.3521438587372,-1.3520925354480096e-13
0.27,2.45,0.001,0.27,-142.64673304509006,400.26673342328854,-142.64673304509006,373.985785073327,-3.8631215298514557e-14
0.28,2.45,0.001,0.28,-139.0080042909659,397.7348598178414,-139.0080042909659,372.6523761595527,-7.726243059702911e-14
0.29,2.45,0.001,0.29,-134.05609284103352,393.797688461351,-134.05609284103352,370.2777111975543,1.9315607649257278e-13
0.3,2.45,0.001,0.3,-129.7590778374725,390.7763876816142,-129.7590778374725,368.60380747933135,-5.794682294777183e-14
0.31,2.45,0.001,0.31,-125.73069331976416,388.0469300463328,-125.73069331976416,367.1133512632235,0.0
0.32,2.45,0.001,0.32,-122.03273871961986,385.61096291019123,-122.03273871961986,365.7920521240366,2.1247168414183007e-13
0.33,2.45,0.001,0.33,-116.93303485447002,381.5901532039431,-116.93303485447002,363.2323091107564,-7.726243059702911e-14
0.34,2.45,0.001,0.34,-112.39978295471295,378.41913691439737,-112.39978295471295,361.34101894854234,1.9315607649257278e-14
0.35,2.45,0.001,0.35,-108.17436756216742,375.59498062117905,-108.17436756216742,359.6802686697575,-1.9315607649257278e-14
0.36,2.45,0.001,0.36,-104.30733675777816,373.07601518726545,-104.30733675777816,358.19784003607305,-1.2555144972017232e-13
0.37,2.45,0.001,0.37,-99.29069947245135,369.17986950159195,-99.29069947245135,355.5771829624109,5.794682294777183e-14
0.38,2.45,0.001,0.38,-94.55211778317305,365.8138394434661,-94.55211778317305,353.38316619653375,1.2555144972017232e-13
0.39,2.45,0.001,0.39,-90.17161253640788,362.884579169551,-90.17161253640788,351.50291334730935,1.5452486119405823e-13
0.4,2.45,0.001,0.4,-86.15021885619569,360.270764468831,-86.15021885619569,349.8187581048013,6.760462677240048e-14
0.41,2.45,0.001,0.41,-81.2159415566614,356.49876752194166,-81.2159415566614,347.12438992633224,-5.794682294777183e-14
0.42,2.45,0.001,0.42,-76.25885843184463,352.89933802534836,-76.25885843184463,344.56135780061135,-1.9315607649257278e-13
0.43,2.45,0.001,0.43,-71.7152583967125,349.8482228713941,-71.7152583967125,342.41889661548385,1.7384046884331552e-13
0.44,2.45,0.001,0.44,-67.52163447083129,347.1147311431856,-67.52163447083129,340.48416329543653,-1.6418266501868687e-13
0.45,2.45,0.001,0.45,-62.68252586066885,343.4749487831294,-62.68252586066885,337.70688680170554,6.760462677240048e-14
0.46,2.45,0.001,0.46,-57.51651182635162,339.60631648293895,-57.51651182635162,334.70031530077654,3.8631215298514557e-14
0.47,2.45,0.001,0.47,-52.838598802757915,336.42544030395425,-52.838598802757915,332.2501457641076,7.726243059702911e-14
0.48,2.45,0.001,0.48,-48.5015357623509,333.5591262953666,-48.5015357623509,330.0140781294363,-6.760462677240048e-14
0.49,2.45,0.001,0.49,-43.804435786654466,330.093551440315,-43.804435786654466,327.1741495104599,4.8289019123143196e-14
0.5,2.45,0.001,0.5,-38.48007726219345,325.96234857470927,-38.48007726219345,323.68308009878416,-8.692023442165776e-14
0.51,2.45,0.001,0.51,-33.72723516433466,322.668587710251,-33.72723516433466,320.901061237101,-1.448670573694296e-13
0.52,2.45,0.001,0.52,-29.301863598263413,319.70005992075613,-29.301863598263413,318.35440801566386,-2.897341147388592e-14
0.53,2.45,0.001,0.53,-24.786085664624373,316.4882478071524,-24.786085664624373,315.5161817680155,8.692023442165776e-14
0.54,2.45,0.001,0.54,-19.33705016409919,312.1892878725074,-19.33705016409919,311.5898425066106,4.8289019123143196e-14
0.55,2.45,0.001,0.55,-14.525180456279182,308.86640629327616,-14.525180456279182,308.5246765969225,-5.311792103545752e-14
0.56,2.45,0.001,0.56,-10.023168363482304,305.88345715724074,-10.023168363482304,305.7191938011462,-1.2555144972017232e-13
0.57,2.45,0.001,0.57,-5.700934044682803,303.01006503239614,-5.700934044682803,302.95643063311115,1.6901156693100118e-13
0.58,2.45,0.001,0.58,-0.13233815726163822,298.5850574686929,-0.13233815726163822,298.5850281413901,-7.24335286847148e-14
0.59,2.45,0.001,0.59,4.742230261414463,295.25541221913954,4.742230261414463,295.217326213828,-1.5935376310637256e-13
0.6,2.45,0.001,0.6,9.31175844415411,292.28003646029845,9.31175844415411,292.1316670063536,9.657803824628639e-14
0.61,2.45,0.001,0.61,13.511236946537082,289.65435625732385,13.511236946537082,289.3390616128752,1.7384046884331552e-13
0.62,2.45,0.001,0.62,19.09787296128022,285.21913593846494,19.09787296128022,284.57903428369303,1.448670573694296e-13
0.63,2.45,0.001,0.63,24.054457776907494,281.84625002135914,24.054457776907494,280.8178977774769,-3.380231338620024e-14
0.64,2.45,0.001,0.64,28.687285125739663,278.8894330066331,28.687285125739663,277.4100854599122,5.794682294777183e-14
0.65,2.45,0.001,0.65,32.92986740379899,276.2948411695347,32.92986740379899,274.32546926901745,2.1247168414183007e-13
0.66,2.45,0.001,0.66,38.327074411439405,272.1695151673079,38.327074411439405,269.4573813304572,-6.760462677240048e-14
0.67,2.45,0.001,0.67,43.396670673094235,268.7490307209,43.396670673094235,265.22211538239844,-1.448670573694296e-13
0.68,2.45,0.001,0.68,48.09855540095891,265.8656737008607,48.09855540095891,261.47865194075297,-6.760462677240048e-14
0.69,2.45,0.001,0.69,52.40256415106634,263.3681537771234,52.40256415106634,258.1022194681089,2.0281388031720143e-13
0.7,2.45,0.001,0.7,57.61713757137439,259.66333138292055,57.61713757137439,253.1902666434034,6.760462677240048e-14
0.71,2.45,0.001,0.71,62.81610513477856,256.27346475182077,62.81610513477856,248.45568150396392,1.448670573694296e-13
0.72,2.45,0.001,0.72,67.59726780724714,253.5446416338084,67.59726780724714,244.36754016483374,-3.8631215298514557e-14
0.73,2.45,0.001,0.73,72.00328362580629,251.23189787576712,72.00328362580629,240.69273702661147,-1.448670573694296e-13
0.74,2.45,0.001,0.74,77.07048381905086,248.3203666949432,77.07048381905086,236.05750367105148,-1.7384046884331552e-13
0.75,2.45,0.001,0.75,82.43471621077045,245.57897749466093,82.43471621077045,231.32996293297785,8.692023442165776e-14
0.76,2.45,0.001,0.76,87.30912671694695,243.7541513354393,87.30912671694695,227.581200201564,-6.760462677240048e-14
0.77,2.45,0.001,0.77,91.84109200952652,242.5567251489245,91.84109200952652,224.49716865356808,-2.221294879664587e-13
0.78,2.45,0.001,0.78,96.76327483441015,241.8942862456726,96.76327483441015,221.69734856696817,8.692023442165776e-14
0.79,2.45,0.008766861951797988,0.79,102.31142655690846,242.13604582851994,102.31142655690846,219.45896355665545,1.5452486119405823e-13
0.8,2.45,0.018766861951797997,0.8,108.85381529975959,246.2228957082274,108.85381529975959,220.85416288951964,0.0
0.81,2.45,0.028766861951798006,0.81,133.06262649383925,287.9744182757769,133.06262649383925,255.3891207781435,-3.8631215298514557e-14
0.82,2.45,0.038766861951797904,0.82,152.27097520488937,321.082140280724,152.27097520488937,282.67877691365953,-5.794682294777183e-14
0.83,2.45,0.04876686195179791,0.83,167.4499193281226,346.83419610295664,167.4499193281226,303.73423268276724,1.5452486119405823e-13
0.84,2.45,0.05876686195179792,0.84,180.07215510833066,368.0222729900421,180.07215510833066,320.95858357644585,3.8631215298514557e-14
0.85,2.45,0.06876686195179793,0.85,190.76778369964975,385.8805010907916,190.76778369964975,335.4272109182617,0.0
0.86,2.45,0.07876686195179794,0.86,199.65348448626364,400.558955493781,199.65348448626364,347.25489623439745,3.8631215298514557e-14
0.87,2.45,0.08876686195179795,0.87,206.03699340818244,410.45874916052327,206.03699340818244,355.00020015450406,-1.9315607649257278e-14
0.88,2.45,0.09876686195179796,0.88,209.52452569039798,414.6335476641094,209.52452569039798,357.7994577731205,7.726243059702911e-14
0.89,2.45,0.10876686195179797,0.89,211.93016975032413,416.6276124346699,211.93016975032413,358.69788205760614,-5.794682294777183e-14
0.9,2.45,0.11876686195179798,0.9,213.92963187272377,417.86264036849735,213.92963187272377,358.9474875556773,0.0
0.91,2.45,0.12876686195179798,0.91,215.76497863367146,418.8312619382658,215.76497863367146,358.9778544311773,-1.9315607649257278e-14
0.92,2.45,0.138766861951798,0.92,217.51508559492873,419.7235287425109,217.51508559492873,358.9638256408244,1.3520925354480096e-13
0.93,2.45,0.148766861951798,0.93,219.30930785536358,420.7188856688762,219.30930785536358,359.0373354492013,2.3178729179108734e-13
0.94,2.45,0.1587668619517979,0.94,221.35520099525857,422.2951555831673,221.35520099525857,359.6318581846722,-7.726243059702911e-14
0.95,2.45,0.1687668619517979,0.95,224.11159720579505,425.3906152931,224.11159720579505,361.56765283596604,-1.5452486119405823e-13
0.96,2.45,0.17876686195179792,0.96,226.85855738936763,428.6438955555108,226.85855738936763,363.69050597481726,7.726243059702911e-14
0.97,2.45,0.18876686195179793,0.97,229.2354531255109,431.2316942985659,229.2354531255109,365.2559119274504,-1.9315607649257278e-14
0.98,2.45,0.19876686195179794,0.98,231.37411497063758,433.3761177654216,231.37411497063758,366.44355414031065,-3.8631215298514557e-14
0.99,2.45,0.20876686195179794,0.99,233.43668628569142,435.38934152830745,233.43668628569142,367.5203289784237,-1.5452486119405823e-13
0.2,2.5,0.001,0.2,-169.1413791621683,419.86831050056463,-169.1413791621683,384.2923262540095,-1.9315607649257278e-14
0.21,2.5,0.001,0.21,-164.90418757779216,416.6327191012193,-164.90418757779216,382.6087185950992,2.3178729179108734e-13
0.22,2.5,0.001,0.22,-161.08488906716573,413.8659573308797,-161.08488906716573,381.230493470321,1.7384046884331552e-13
0.23,2.5,0.001,0.23,-157.62668501043277,411.4145838393584,-157.62668501043277,380.0207730747548,1.5452486119405823e-13
0.24,2.5,0.001,0.24,-153.2725226313629,407.9171930277861,-153.2725226313629,378.02641465099555,3.8631215298514557e-14
0.25,2.5,0.001,0.25,-148.88265494511364,404.57870844691195,-148.88265494511364,376.1886313873208,-1.9315607649257278e-14
0.26,2.5,0.001,0.26,-144.8600132663631,401.7328659093227,-144.8600132663631,374.7063811949124,1.9315607649257278e-14
0.27,2.5,0.001,0.27,-141.16039159935843,399.1996436660988,-141.16039159935843,373.4087563872278,3.8631215298514557e-14
0.28,2.5,0.001,0.28,-136.67265824481348,395.7230821201783,-136.67265824481348,371.3722421115905,1.9315607649257278e-13
0.29,2.5,0.001,0.29,-132.03539597851764,392.27161791946,-132.03539597851764,369.38283180725506,5.794682294777183e-14
0.3,2.5,0.001,0.3,-127.82071561731823,389.3699139654172,-127.82071561731823,367.79178152932263,-7.726243059702911e-14
0.31,2.5,0.001,0.31,-123.9250891792882,386.7724760722734,-123.9250891792882,366.3816596378465,3.8631215298514557e-14
0.32,2.5,0.001,0.32,-119.34869093296308,383.3237221356411,-119.34869093296308,364.2704571118967,-3.8631215298514557e-14
0.33,2.5,0.001,0.33,-114.49074160971928,379.7396969480977,-114.49074160971928,362.0692026724857,9.657803824628639e-14
0.34,2.5,0.001,0.34,-110.09834773982512,376.76187948340345,-110.09834773982512,360.31634386581356,5.794682294777183e-14
0.35,2.5,0.001,0.35,-106.0284327538521,374.0863967484256,-106.0284327538521,358.7458761853331,-2.897341147388592e-14
0.36,2.5,0.001,0.36,-101.39833772052948,370.6560392043161,-101.39833772052948,356.51686707103346,-8.692023442165776e-14
0.37,2.5,0.001,0.37,-96.37144763206655,366.92430301957506,-96.37144763206655,354.0423537201457,-6.760462677240048e-14
0.38,2.5,0.001,0.38,-91.85363594936715,363.86368532826424,-91.85363594936715,352.0790977373511,2.1247168414183007e-13
0.39,2.5,0.001,0.39,-87.65015314733654,361.1044154664726,-87.65015314733654,350.3053661059609,3.8631215298514557e-14
0.4,2.5,0.001,0.4,-82.98838329270833,357.68732567989036,-82.98838329270833,347.92693369512875,2.1247168414183007e-13
0.41,2.5,0.001,0.41,-77.79383531464033,353.788189128129,-77.79383531464033,345.1292539811706,1.9315607649257278e-14
0.42,2.5,0.001,0.42,-73.13809500759939,350.6246516899869,-73.13809500759939,342.91174583467387,-1.3520925354480096e-13
0.43,2.5,0.001,0.43,-68.78445354506022,347.7620149959093,-68.78445354506022,340.89165144444723,-6.760462677240048e-14
0.44,2.5,0.001,0.44,-64.09057879037155,344.3462106950027,-64.09057879037155,338.3292930420337,-1.9315607649257278e-13
0.45,2.5,0.001,0.45,-58.74948637267878,340.2626372612685,-58.74948637267878,335.15244317614633,-2.897341147388592e-14
0.46,2.5,0.001,0.46,-53.97469418626955,336.983205770373,-53.97469418626955,332.63255005903477,0.0
0.47,2.5,0.001,0.47,-49.49554344271851,334.00964257841656,-49.49554344271851,330.32201336676235,1.3520925354480096e-13
0.48,2.5,0.001,0.48,-44.81187197911495,330.61672383021744,-44.81187197911495,327.56574028117427,-9.657803824628639e-14
0.49,2.5,0.001,0.49,-39.36312843328149,326.35636765000464,-39.36312843328149,323.9737995975137,1.0623584207091504e-13
0.5,2.5,0.001,0.5,-34.519335771221755,322.9792168798425,-34.519335771221755,321.12924188592666,1.6418266501868687e-13
0.51,2.5,0.001,0.51,-29.97725933043354,319.9320554316828,-29.97725933043354,318.52454225032216,1.7384046884331552e-13
