trajectory_id,split,amplitude,phase,v0,t,u,v,dv
test_interp_2,test_interp,0.62,2.55,0,6.12,0.06265246438815851,-0.4951484296282861,0.2371089208082682
test_interp_2,test_interp,0.62,2.55,0,6.14,0.07048605939129399,-0.4903579129352927,0.2419626779541583
test_interp_2,test_interp,0.62,2.55,0,6.16,0.07847306929815498,-0.4854691336906448,0.2469347538648964
test_interp_2,test_interp,0.62,2.55,0,6.18,0.08661073945339148,-0.4804797512538944,0.2520225548044554
test_interp_2,test_interp,0.62,2.55,0,6.2,0.09489607964948134,-0.4753874780595577,0.2572233677569505
test_interp_2,test_interp,0.62,2.55,0,6.22,0.1033258661457778,-0.4701900819576864,0.2625343649466494
test_interp_2,test_interp,0.62,2.55,0,6.24,0.1118966439572633,-0.464885388463024,0.2679526084578344
test_interp_2,test_interp,0.62,2.55,0,6.26,0.1206047294107655,-0.4594712829108503,0.273475054944492
test_interp_2,test_interp,0.62,2.55,0,6.28,0.1294462129661025,-0.4539457125178167,0.2790985604198475
test_interp_2,test_interp,0.62,2.55,0,6.3,0.1384169622993357,-0.448306688346275,0.28481988511584
test_interp_2,test_interp,0.62,2.55,0,6.32,0.1475126256450147,-0.4425522871707987,0.2906356984027365
test_interp_2,test_interp,0.62,2.55,0,6.34,0.156728635394012,-0.4366806532457925,0.29654258375922
test_interp_2,test_interp,0.62,2.55,0,6.36,0.1660602119432731,-0.4306899999732731,0.3025370437834728
test_interp_2,test_interp,0.62,2.55,0,6.38,0.1755023677935175,-0.4245786114700967,0.3086155052359567
test_interp_2,test_interp,0.62,2.55,0,6.4,0.185049911890664,-0.4183448440340897,0.31477432410484
test_interp_2,test_interp,0.62,2.55,0,6.42,0.1946974542064701,-0.4119871275087175,0.3210097906852539
test_interp_2,test_interp,0.62,2.55,0,6.44,0.2044394105536316,-0.4055039665461017,0.3273181346638618
test_interp_2,test_interp,0.62,2.55,0,6.46,0.214270007630309,-0.3988939417683613,0.3336955302005034
test_interp_2,test_interp,0.62,2.55,0,6.48,0.2241832882888067,-0.3921557108274171,0.3401381009990063
test_interp_2,test_interp,0.62,2.55,0,6.5,0.2341731170228785,-0.3852880093635501,0.3466419253595924
test_interp_2,test_interp,0.62,2.55,0,6.52,0.2442331856678935,-0.3782896518631581,0.3532030412056584
