case_id,model,n,mean_nrmse,std_nrmse
E3,B3_correct_stiffness,24,0.0007127867313604133,3.832128261737132e-05
E4,B3_velocity_adaptive,24,1.5100575839799558e-16,6.878524725341252e-17
E5,B5_rational_slot,24,1.8738134458343498e-16,2.4241074057696005e-17
E7,B0_symmetric_coulomb,80,0.07197792214529604,0.00025746714664895545
E7,B3_asymmetric_friction_slot,80,0.06705081479646187,0.0002569172800266411
E7,B1_full_polynomial_inverse,80,0.06471729676915461,0.0003139459133668554
