t,x1,x2,dx1,dx2,split
18.25,0.6387149742701231,-1.39381589418453,-1.39381589418453,-2.289113367505631,future
18.26,0.6246613051228254,-1.417024176173151,-1.417024176173151,-2.352859041801463,future
18.27,0.6103723341166549,-1.440879457308376,-1.440879457308376,-2.41851932496345,future
18.28,0.5958414949379606,-1.465401062568199,-1.465401062568199,-2.486129478750284,future
18.29,0.5810620262726506,-1.490608654374279,-1.490608654374279,-2.555721757760385,future
18.3,0.5660269687009145,-1.516522200703303,-1.516522200703303,-2.627324801137931,future
18.31,0.5507291616574107,-1.543161934691917,-1.543161934691917,-2.700962947695377,future
18.32,0.5351612412244492,-1.570548308192447,-1.570548308192447,-2.776655469456989,future
18.33,0.5193156379909183,-1.598701937311625,-1.598701937311625,-2.854415716416652,future
18.34,0.5031845759032808,-1.627643537355395,-1.627643537355395,-2.934250159589022,future
18.35,0.4867600715347301,-1.657393850538832,-1.657393850538832,-3.016157331333279,future
18.36,0.4700339342186375,-1.68797355905432,-1.68797355905432,-3.100126643529614,future
18.37,0.4529977672533034,-1.719403188389041,-1.719403188389041,-3.186137082495112,future
18.38,0.4356429698169558,-1.751702996403912,-1.751702996403912,-3.27415576694237,future
18.39,0.4179607404529009,-1.784892845115481,-1.784892845115481,-3.364136354111445,future
18.4,0.3999420816270503,-1.818992059772378,-1.818992059772378,-3.456017294737706,future
18.41,0.381577805849367,-1.854019265604977,-1.854019265604977,-3.5497199127851,future
18.42,0.3628585437403468,-1.889992206210525,-1.889992206210525,-3.645146308467518,future
18.43,0.3437747536124607,-1.926927542204199,-1.926927542204199,-3.742177077275239,future
18.44,0.3243167335593888,-1.964840620936753,-1.964840620936753,-3.840668822231082,future
18.45,0.3044746359102458,-2.003745224693859,-2.003745224693859,-3.94045146900555,future
18.46,0.284238483964015,-2.043653291421361,-2.043653291421361,-4.041325372577863,future
18.47,0.2635981923024108,-2.084574599500179,-2.084574599500179,-4.143058199237509,future
18.48,0.2425435899403671,-2.126516428068103,-2.126516428068103,-4.245381610716738,future
18.49,0.2210644469502277,-2.169483179206094,-2.169483179206094,-4.347987733577872,future
18.5,0.1991505058351385,-2.213475959703511,-2.213475959703511,-4.450525421728272,future
18.51,0.1767915159994559,-2.258492137182241,-2.258492137182241,-4.552596362208016,future
18.52,0.1539772741061382,-2.304524839383828,-2.304524839383828,-4.653750989702054,future
18.53,0.1306976690108744,-2.351562425731893,-2.351562425731893,-4.753484302915881,future
18.54,0.1069427319755845,-2.399587912105983,-2.399587912105983,-4.851231592050754,future
18.55,0.08270269351923842,-2.448578349545543,-2.448578349545543,-4.946364136011381,future
18.56,0.05796804623281065,-2.498504163965421,-2.498504163965421,-5.038184955142259,future
18.57,0.03272961442479029,-2.549328453550388,-2.549328453550388,-5.125924699215814,future
18.58,0.006978631180549418,-2.601006244547618,-2.601006244547618,-5.208737775540563,future
18.59,-0.01929317711612039,-2.65348371151817,-2.65348371151817,-5.285698851038313,future
18.6,-0.04609349817001827,-2.706697364179128,-2.706697364179128,-5.355799874509571,future
18.61,-0.07342933297360892,-2.760573208323958,-2.760573208323958,-5.417947796834244,future
18.62,-0.1013068864847152,-2.815025888025918,-2.815025888025918,-5.47096318823194,future
18.63,-0.1297314496929768,-2.869957819606488,-2.869957819606488,-5.513579979846662,future
18.64,-0.1587072730155,-2.925258329519508,-2.925258329519508,-5.544446581144517,future
18.65,-0.1882374311585104,-2.980802811469073,-2.980802811469073,-5.562128649496063,future
18.66,-0.2183236797227242,-3.036451920732907,-3.036451920732907,-5.56511380866931,future
18.67,-0.2489663040247112,-3.09205082671395,-3.09205082671395,-5.551818628677036,future
18.68,-0.2801639608340008,-3.147428547928993,-3.147428547928993,-5.520598187872262,future
18.69,-0.311913513984771,-3.202397396860513,-3.202397396860513,-5.469758536741856,future
18.7,-0.3442098651105454,-3.25675256523515,-3.25675256523515,-5.39757236862146,future
18.71,-0.377045781071652,-3.310271883213285,-3.310271883213285,-5.302298172426672,future
18.72,-0.410411719992894,-3.362715788497522,-3.362715788497522,-5.182203093253136,future
18.73,-0.4442956582011337,-3.41382754328127,-3.41382754328127,-5.035589655213609,future
18.74,-0.4786829207386986,-3.463333737991946,-3.463333737991946,-4.860826404383054,future
18.75,-0.5135560185172605,-3.510945120661604,-3.510945120661604,-4.656382406197151,future
18.76,-0.5488944955400511,-3.556357789540426,-3.556357789540426,-4.42086538080836,future
