trajectory_id,split,mu,x0_1,x0_2,t,x1,x2,dx1,dx2
train_mu0.5_ic0,train,0.5,0,1,1.2,1.17495952222972,0.5606005705645343,0.5606005705645343,-1.281622155837732
train_mu0.5_ic0,train,0.5,0,1,1.22,1.185914319587553,0.5348359381559183,0.5348359381559183,-1.294591049698891
train_mu0.5_ic0,train,0.5,0,1,1.24,1.196351330270377,0.5088268709931356,0.5088268709931356,-1.306068779399536
train_mu0.5_ic0,train,0.5,0,1,1.26,1.206265962418535,0.4826029858808892,0.4826029858808892,-1.316076859967448
train_mu0.5_ic0,train,0.5,0,1,1.28,1.21565421192513,0.4561934154244256,0.4561934154244256,-1.32464227749386
train_mu0.5_ic0,train,0.5,0,1,1.3,1.224512651566318,0.429626699613576,0.429626699613576,-1.331797147906909
train_mu0.5_ic0,train,0.5,0,1,1.32,1.232838418101409,0.4029306881876553,0.4029306881876553,-1.33757834969984
train_mu0.5_ic0,train,0.5,0,1,1.34,1.24062919776031,0.3761324492807923,0.3761324492807923,-1.342027135081878
train_mu0.5_ic0,train,0.5,0,1,1.36,1.24788320946208,0.3492581849467997,0.3492581849467997,-1.345188723430302
train_mu0.5_ic0,train,0.5,0,1,1.38,1.254599186943641,0.3223331571689335,0.3223331571689335,-1.34711188453671
train_mu0.5_ic0,train,0.5,0,1,1.4,1.260776359262838,0.2953816204107005,0.2953816204107005,-1.34784851440165
train_mu0.5_ic0,train,0.5,0,1,1.42,1.266414429883655,0.2684267633465157,0.2684267633465157,-1.347453209014472
train_mu0.5_ic0,train,0.5,0,1,1.44,1.271513555056772,0.2414906595171169,0.2414906595171169,-1.345982841224371
train_mu0.5_ic0,train,0.5,0,1,1.46,1.27607432099923,0.2145942255766577,0.2145942255766577,-1.343496143456701
train_mu0.5_ic0,train,0.5,0,1,1.48,1.280097720341918,0.187757188320117,0.187757188320117,-1.34005330080187
train_mu0.5_ic0,train,0.5,0,1,1.5,1.283585128181796,0.1609980596875759,0.1609980596875759,-1.33571555781138
train_mu0.5_ic0,train,0.5,0,1,1.52,1.286538277587765,0.1343341192431735,0.1343341192431735,-1.330544841394008
train_mu0.5_ic0,train,0.5,0,1,1.54,1.2889592347465,0.1077814041816217,0.1077814041816217,-1.324603402447827
train_mu0.5_ic0,train,0.5,0,1,1.56,1.29085037414822,0.08135470630072431,0.08135470630072431,-1.317953478492047
train_mu0.5_ic0,train,0.5,0,1,1.58,1.292214353708572,0.05506757541506583,0.05506757541506583,-1.31065697855918
train_mu0.5_ic0,train,0.5,0,1,1.6,1.293054089992453,0.02893232888050679,0.02893232888050679,-1.302775191627437
train_mu0.5_ic0,train,0.5,0,1,1.62,1.293372733695179,0.002960066733033341,0.002960066733033341,-1.29436851942644
train_mu0.5_ic0,train,0.5,0,1,1.64,1.29317364550664,-0.02283930811045419,-0.02283930811045419,-1.285496234040362
train_mu0.5_ic0,train,0.5,0,1,1.66,1.292460372410224,-0.04845706504808659,-0.04845706504808659,-1.276216260365781
train_mu0.5_ic0,train,0.5,0,1,1.68,1.291236624518169,-0.07388561688079114,-0.07388561688079114,-1.266584983231141
train_mu0.5_ic0,train,0.5,0,1,1.7,1.289506252518393,-0.09911848727651551,-0.09911848727651551,-1.256657078695828
train_mu0.5_ic0,train,0.5,0,1,1.72,1.287273225812575,-0.1241502751082773,-0.1241502751082773,-1.246485368813288
train_mu0.5_ic0,train,0.5,0,1,1.74,1.284541611384278,-0.1489766160968013,-0.1489766160968013,-1.236120698926469
train_mu0.5_ic0,train,0.5,0,1,1.76,1.281315553471541,-0.1735941422409941,-0.1735941422409941,-1.225611836408305
train_mu0.5_ic0,train,0.5,0,1,1.78,1.277599254083656,-0.1980004394724146,-0.1980004394724146,-1.215005389603797
train_mu0.5_ic0,train,0.5,0,1,1.8,1.273396954314629,-0.2221940037081744,-0.2221940037081744,-1.204345745639711
train_mu0.5_ic0,train,0.5,0,1,1.82,1.268712916600896,-0.2461741959738819,-0.2461741959738819,-1.193675025676199
train_mu0.5_ic0,train,0.5,0,1,1.84,1.263551407911155,-0.2699411968803724,-0.2699411968803724,-1.183033056110572
train_mu0.5_ic0,train,0.5,0,1,1.86,1.257916683804855,-0.29349596053045,-0.29349596053045,-1.172457354243096
train_mu0.5_ic0,train,0.5,0,1,1.88,1.251812973357075,-0.316840168081344,-0.316840168081344,-1.161983126898618
train_mu0.5_ic0,train,0.5,0,1,1.9,1.245244465170236,-0.3399761819463781,-0.3399761819463781,-1.151643280416353
train_mu0.5_ic0,train,0.5,0,1,1.92,1.238215294188655,-0.3629069998709015,-0.3629069998709015,-1.141468440629478
train_mu0.5_ic0,train,0.5,0,1,1.94,1.230729529355096,-0.3856362092640018,-0.3856362092640018,-1.131486981358919
train_mu0.5_ic0,train,0.5,0,1,1.96,1.222791162424495,-0.4081679431669594,-0.4081679431669594,-1.12172505987751
train_mu0.5_ic0,train,0.5,0,1,1.98,1.214404097350873,-0.4305068356502,-0.4305068356502,-1.112206658309688
train_mu0.5_ic0,train,0.5,0,1,2,1.205572140744547,-0.4526579790669087,-0.4526579790669087,-1.102953629354849
train_mu0.5_ic0,train,0.5,0,1,2.02,1.196298993207053,-0.4746268822585711,-0.4746268822585711,-1.093985745299294
train_mu0.5_ic0,train,0.5,0,1,2.04,1.186588241241793,-0.4964194285590662,-0.4964194285590662,-1.08532074931115
train_mu0.5_ic0,train,0.5,0,1,2.06,1.176443350376838,-0.518041836999669,-0.518041836999669,-1.076974407505074
train_mu0.5_ic0,train,0.5,0,1,2.08,1.165867658646622,-0.5395006219335252,-0.5395006219335252,-1.068960561462889
train_mu0.5_ic0,train,0.5,0,1,2.1,1.154864371215611,-0.5608025562740575,-0.5608025562740575,-1.061291179547045
train_mu0.5_ic0,train,0.5,0,1,2.12,1.143436555486139,-0.5819546335942994,-0.5819546335942994,-1.05397640685355
train_mu0.5_ic0,train,0.5,0,1,2.14,1.13158713709208,-0.602964032784721,-0.602964032784721,-1.047024612481352
train_mu0.5_ic0,train,0.5,0,1,2.16,1.119318896529971,-0.6238380825854617,-0.6238380825854617,-1.040442433801972
train_mu0.5_ic0,train,0.5,0,1,2.18,1.106634466505664,-0.644584227580123,-0.644584227580123,-1.03423481683832
train_mu0.5_ic0,train,0.5,0,1,2.2,1.093536329956112,-0.6652099946295564,-0.6652099946295564,-1.028405052312403
train_mu0.5_ic0,train,0.5,0,1,2.22,1.080026818734418,-0.6857229601591652,-0.6857229601591652,-1.022954806762865
train_mu0.5_ic0,train,0.5,0,1,2.24,1.066108112931766,-0.7061307177979671,-0.7061307177979671,-1.017884148301955
train_mu0.5_ic0,train,0.5,0,1,2.26,1.051782240867411,-0.7264408469628948,-0.7264408469628948,-1.013191566540088
train_mu0.5_ic0,train,0.5,0,1,2.28,1.037051079675748,-0.7466608807503323,-0.7466608807503323,-1.00887398639512
train_mu0.5_ic0,train,0.5,0,1,2.3,1.021916356528843,-0.7667982759487468,-0.7667982759487468,-1.004926775291048
train_mu0.5_ic0,train,0.5,0,1,2.32,1.006379650559634,-0.7868603799065378,-0.7868603799065378,-1.001343743710987
train_mu0.5_ic0,train,0.5,0,1,2.34,0.9904423951541027,-0.8068544022797339,-0.8068544022797339,-0.9981171385077892
train_mu0.5_ic0,train,0.5,0,1,2.36,0.9741058813940051,-0.8267873798167293,-0.8267873798167293,-0.9952376291764469
train_mu0.5_ic0,train,0.5,0,1,2.38,0.9573712612954153,-0.8466661488441912,-0.8466661488441912,-0.9926942864977737
train_mu0.5_ic0,train,0.5,0,1,2.4,0.9402395527565673,-0.8664973091824401,-0.8664973091824401,-0.9904745537789502
train_mu0.5_ic0,train,0.5,0,1,2.42,0.922711644067727,-0.8862871937504997,-0.8862871937504997,-0.9885642103285559
train_mu0.5_ic0,train,0.5,0,1,2.44,0.9047882998532006,-0.9060418345298791,-0.9060418345298791,-0.9869473273685918
train_mu0.5_ic0,train,0.5,0,1,2.46,0.8864701676328879,-0.9257669256447275,-0.9257669256447275,-0.9856062159890224
train_mu0.5_ic0,train,0.5,0,1,2.48,0.8677577842065977,-0.9454677920361126,-0.9454677920361126,-0.9845213678934035
train_mu0.5_ic0,train,0.5,0,1,2.5,0.8486515845725338,-0.9651493467682554,-0.9651493467682554,-0.9836713879363391
train_mu0.5_ic0,train,0.5,0,1,2.52,0.8291519092218754,-0.9848160578929531,-0.9848160578929531,-0.9830329199947099
train_mu0.5_ic0,train,0.5,0,1,2.54,0.8092590145441599,-1.004471904892184,-1.004471904892184,-0.9825805650815606
train_mu0.5_ic0,train,0.5,0,1,2.56,0.7889730823707487,-1.02412033805103,-1.02412033805103,-0.9822867928207608
train_mu0.5_ic0,train,0.5,0,1,2.58,0.7682942310787522,-1.043764236070235,-1.043764236070235,-0.9821218466959386
train_mu0.5_ic0,train,0.5,0,1,2.6,0.7472225279765852,-1.06340585738508,-1.06340585738508,-0.982053642550453
train_mu0.5_ic0,train,0.5,0,1,2.62,0.7257580011498495,-1.083046797190631,-1.083046797190631,-0.9820476629474399
train_mu0.5_ic0,train,0.5,0,1,2.64,0.703900654615357,-1.10268793228341,-1.10268793228341,-0.9820668452498512
train_mu0.5_ic0,train,0.5,0,1,2.66,0.681650481627937,-1.122329374531187,-1.122329374531187,-0.9820714677100819
train_mu0.5_ic0,train,0.5,0,1,2.68,0.6590074821386689,-1.141970411276474,-1.141970411276474,-0.9820190309081004
train_mu0.5_ic0,train,0.5,0,1,2.7,0.6359716782690625,-1.161609453389224,-1.161609453389224,-0.9818641393994255
train_mu0.5_ic0,train,0.5,0,1,2.72,0.6125431339402317,-1.181243971781828,-1.181243971781828,-0.9815583814174209
train_mu0.5_ic0,train,0.5,0,1,2.74,0.5887219728323617,-1.200870439948484,-1.200870439948484,-0.9810502115884074
train_mu0.5_ic0,train,0.5,0,1,2.76,0.5645084003729273,-1.220484266278501,-1.220484266278501,-0.9802848352132015
train_mu0.5_ic0,train,0.5,0,1,2.78,0.539902724330679,-1.240079731709062,-1.240079731709062,-0.9792040994112602
train_mu0.5_ic0,train,0.5,0,1,2.8,0.5149053793432896,-1.259649917910652,-1.259649917910652,-0.977746390205589
train_mu0.5_ic0,train,0.5,0,1,2.82,0.489516950433683,-1.279186640466274,-1.279186640466274,-0.9758465414085702
train_mu0.5_ic0,train,0.5,0,1,2.84,0.4637381999729922,-1.298680374217,-1.298680374217,-0.9734357551269571
train_mu0.5_ic0,train,0.5,0,1,2.86,0.4375700946598901,-1.318120181930598,-1.318120181930598,-0.9704415398319201
train_mu0.5_ic0,train,0.5,0,1,2.88,0.4110138346579332,-1.33749363901084,-1.33749363901084,-0.9667876674894511
train_mu0.5_ic0,train,0.5,0,1,2.9,0.3840708843360276,-1.356786758481575,-1.356786758481575,-0.9623941548662913
train_mu0.5_ic0,train,0.5,0,1,2.92,0.3567430037052349,-1.375983916858183,-1.375983916858183,-0.9571772729129056
train_mu0.5_ic0,train,0.5,0,1,2.94,0.3290322825397591,-1.39506777826325,-1.39506777826325,-0.9510495882980392
train_mu0.5_ic0,train,0.5,0,1,2.96,0.3009411749713226,-1.414019222048708,-1.414019222048708,-0.9439200428768419
train_mu0.5_ic0,train,0.5,0,1,2.98,0.2724725358659502,-1.432817271242037,-1.432817271242037,-0.9356940753685915
train_mu0.5_ic0,train,0.5,0,1,3,0.2436296589598131,-1.451439023690632,-1.451439023690632,-0.9262737911084949
train_mu0.5_ic0,train,0.5,0,1,3.02,0.2144163157420103,-1.469859588006247,-1.469859588006247,-0.9155581854252219
train_mu0.5_ic0,train,0.5,0,1,3.04,0.1848367958430286,-1.488052023956297,-1.488052023956297,-0.9034434261547267
train_mu0.5_ic0,train,0.5,0,1,3.06,0.1548959487472358,-1.505987289106432,-1.505987289106432,-0.8898232013165843
train_mu0.5_ic0,train,0.5,0,1,3.08,0.1245992261952472,-1.523634193438075,-1.523634193438075,-0.8745891374993542
train_mu0.5_ic0,train,0.5,0,1,3.1,0.09395272544261268,-1.540959362955941,-1.540959362955941,-0.8576312944612636
train_mu0.5_ic0,train,0.5,0,1,3.12,0.062963233311982,-1.557927213885716,-1.557927213885716,-0.8388387412747903
train_mu0.5_ic0,train,0.5,0,1,3.14,0.03163827055307283,-1.574499939381429,-1.574499939381429,-0.8181002186403403
train_mu0.5_ic0,train,0.5,0,1,3.16,-1.386372585844564e-05,-1.590637510318614,-1.590637510318614,-0.7953048912805861
train_mu0.5_ic0,train,0.5,0,1,3.18,-0.03198404774639223,-1.606297692075059,-1.606297692075059,-0.770343193638595
train_mu0.5_ic0,train,0.5,0,1,3.2,-0.06426229324930635,-1.621436079175815,-1.621436079175815,-0.743107770801657
train_mu0.5_ic0,train,0.5,0,1,3.22,-0.09683770259984761,-1.63600614970763,-1.63600614970763,-0.7134945151719407
train_mu0.5_ic0,train,0.5,0,1,3.24,-0.12969842715691,-1.649959341490989,-1.649959341490989,-0.6814036979050837
train_mu0.5_ic0,train,0.5,0,1,3.26,-0.1628316274319217,-1.663245151677019,-1.663245151677019,-0.6467411919249763
train_mu0.5_ic0,train,0.5,0,1,3.28,-0.1962234356001245,-1.675811261187128,-1.675811261187128,-0.6094197810220141
train_mu0.5_ic0,train,0.5,0,1,3.3,-0.2298589203653789,-1.687603688574849,-1.687603688574849,-0.5693605494623689
train_mu0.5_ic0,train,0.5,0,1,3.32,-0.2637220557420092,-1.698566967621432,-1.698566967621432,-0.5264943370022916
train_mu0.5_ic0,train,0.5,0,1,3.34,-0.2977956933937635,-1.708644359791961,-1.708644359791961,-0.4807632520027739
train_mu0.5_ic0,train,0.5,0,1,3.36,-0.3320615392801118,-1.717778094951047,-1.717778094951047,-0.4321222225791037
train_mu0.5_ic0,train,0.5,0,1,3.38,-0.3665001360032944,-1.725909641156207,-1.725909641156207,-0.380540565398072
train_mu0.5_ic0,train,0.5,0,1,3.4,-0.4010908504304425,-1.732980011080915,-1.732980011080915,-0.3260035543433061
train_mu0.5_ic0,train,0.5,0,1,3.42,-0.4358118678344478,-1.738930095131806,-1.738930095131806,-0.268513958102232
train_mu0.5_ic0,train,0.5,0,1,3.44,-0.4706401930887672,-1.743701026141243,-1.743701026141243,-0.2080935208065389
train_mu0.5_ic0,train,0.5,0,1,3.46,-0.5055516594106947,-1.747234573054302,-1.747234573054302,-0.144784354164143
train_mu0.5_ic0,train,0.5,0,1,3.48,-0.5405209452702227,-1.749473561905351,-1.749473561905351,-0.07865020777928294
train_mu0.5_ic0,train,0.5,0,1,3.5,-0.5755215998986597,-1.750362319419772,-1.750362319419772,-0.009777582209864577
train_mu0.5_ic0,train,0.5,0,1,3.52,-0.6105260779180595,-1.749847137712663,-1.749847137712663,0.06172335029811427
train_mu0.5_ic0,train,0.5,0,1,3.54,-0.6455057834352147,-1.747876754897052,-1.747876754897052,0.135718053418482
train_mu0.5_ic0,train,0.5,0,1,3.56,-0.6804311238660512,-1.744402847218805,-1.744402847218805,0.2120471971634072
train_mu0.5_ic0,train,0.5,0,1,3.58,-0.7152715736888166,-1.739380526929577,-1.739380526929577,0.2905265238454015
train_mu0.5_ic0,train,0.5,0,1,3.6,-0.7499957481546757,-1.732768839516499,-1.732768839516499,0.3709470389272881
train_mu0.5_ic0,train,0.5,0,1,3.62,-0.7845714868388646,-1.724531253453574,-1.724531253453574,0.4530755515680175
train_mu0.5_ic0,train,0.5,0,1,3.64,-0.818965946884722,-1.714636135708856,-1.714636135708856,0.5366555841896276
train_mu0.5_ic0,train,0.5,0,1,3.66,-0.8531457055726201,-1.703057205260096,-1.703057205260096,0.6214086636729466
train_mu0.5_ic0,train,0.5,0,1,3.68,-0.8870768716295558,-1.689773956790111,-1.689773956790111,0.7070359987981122
train_mu0.5_ic0,train,0.5,0,1,3.7,-0.9207252046835573,-1.674772047131984,-1.674772047131984,0.7932205401932868
train_mu0.5_ic0,train,0.5,0,1,3.72,-0.9540562420090439,-1.658043636763771,-1.658043636763771,0.8796294096347125
train_mu0.5_ic0,train,0.5,0,1,3.74,-0.9870354315931199,-1.639587679183878,-1.639587679183878,0.9659166759436753
train_mu0.5_ic0,train,0.5,0,1,3.76,-1.019628270414985,-1.619410151541108,-1.619410151541108,1.051726445046626
train_mu0.5_ic0,train,0.5,0,1,3.78,-1.051800446657056,-1.597524220643278,-1.597524220643278,1.136696222238556
train_mu0.5_ic0,train,0.5,0,1,3.8,-1.083517984599012,-1.573950339498851,-1.573950339498851,1.220460496318004
train_mu0.5_ic0,train,0.5,0,1,3.82,-1.114747390709658,-1.548716270356936,-1.548716270356936,1.302654487119794
train_mu0.5_ic0,train,0.5,0,1,3.84,-1.145455799398759,-1.521857031755051,-1.521857031755051,1.3829179915753
train_mu0.5_ic0,train,0.5,0,1,3.86,-1.175611116975608,-1.493414768259901,-1.493414768259901,1.460899258990263
train_mu0.5_ic0,train,0.5,0,1,3.88,-1.205182162239004,-1.463438542964614,-1.463438542964614,1.536258823017658
train_mu0.5_ic0,train,0.5,0,1,3.9,-1.234138802174987,-1.431984054241927,-1.431984054241927,1.608673217025541
train_mu0.5_ic0,train,0.5,0,1,3.92,-1.262452081170491,-1.399113280213341,-1.399113280213341,1.677838500678368
train_mu0.5_ic0,train,0.5,0,1,3.94,-1.290094342508385,-1.36489405498407,-1.36489405498407,1.743473529652158
train_mu0.5_ic0,train,0.5,0,1,3.96,-1.317039340686521,-1.32939958277117,-1.32939958277117,1.805322905221567
train_mu0.5_ic0,train,0.5,0,1,3.98,-1.343262343477284,-1.29270789691016,-1.29270789691016,1.86315954855406
train_mu0.5_ic0,train,0.5,0,1,4,-1.368740222797977,-1.254901270454925,-1.254901270454925,1.916786853081822
train_mu0.5_ic0,train,0.5,0,1,4.02,-1.393451533241143,-1.216065589042563,-1.216065589042563,1.966040378776342
train_mu0.5_ic0,train,0.5,0,1,4.04,-1.417376577780265,-1.176289694822011,-1.176289694822011,2.010789064082473
train_mu0.5_ic0,train,0.5,0,1,4.06,-1.44049746010931,-1.135664712503482,-1.135664712503482,2.050935943265209
train_mu0.5_ic0,train,0.5,0,1,4.08,-1.46279812360458,-1.094283361565654,-1.094283361565654,2.086418365973848
train_mu0.5_ic0,train,0.5,0,1,4.1,-1.484264376252573,-1.052239272148545,-1.052239272148545,2.117207731833873
train_mu0.5_ic0,train,0.5,0,1,4.12,-1.504883902127106,-1.009626314565359,-1.009626314565359,2.143308763944214
train_mu0.5_ic0,train,0.5,0,1,4.14,-1.52464625963492,-0.9665379387363788,-0.9665379387363788,2.164758344814107
train_mu0.5_ic0,train,0.5,0,1,4.16,-1.543542866545362,-0.9230665464081161,-0.9230665464081161,2.181623961636165
train_mu0.5_ic0,train,0.5,0,1,4.18,-1.561566973649021,-0.8793029044096824,-0.8793029044096824,2.194001812442797
train_mu0.5_ic0,train,0.5,0,1,4.2,-1.57871362548217,-0.8353355802042499,-0.8353355802042499,2.202014601772037
train_mu0.5_ic0,train,0.5,0,1,4.22,-1.594979612118896,-0.7912504466390184,-0.7912504466390184,2.205809117306803
train_mu0.5_ic0,train,0.5,0,1,4.24,-1.610363410241813,-0.7471302201664121,-0.7471302201664121,2.205553610127012
train_mu0.5_ic0,train,0.5,0,1,4.26,-1.624865115548016,-0.7030540593995762,-0.7030540593995762,2.201435054569883
train_mu0.5_ic0,train,0.5,0,1,4.28,-1.638486368985972,-0.6590972217458863,-0.6590972217458863,2.193656343745153
train_mu0.5_ic0,train,0.5,0,1,4.3,-1.651230274725533,-0.6153307693432544,-0.6153307693432544,2.182433458221375
train_mu0.5_ic0,train,0.5,0,1,4.32,-1.663101314221821,-0.5718213376996456,-0.5718213376996456,2.167992674480176
train_mu0.5_ic0,train,0.5,0,1,4.34,-1.67410525623647,-0.5286309570346441,-0.5286309570346441,2.150567846739276
train_mu0.5_ic0,train,0.5,0,1,4.36,-1.684249062651884,-0.4858169259180626,-0.4858169259180626,2.130397798960746
train_mu0.5_ic0,train,0.5,0,1,4.38,-1.693540793287771,-0.4434317376876369,-0.4434317376876369,2.107723866352224
train_mu0.5_ic0,train,0.5,0,1,4.4,-1.701989509852412,-0.4015230530471124,-0.4015230530471124,2.082787607545073
train_mu0.5_ic0,train,0.5,0,1,4.42,-1.709605178854511,-0.3601337167853178,-0.3601337167853178,2.055828706982052
train_mu0.5_ic0,train,0.5,0,1,4.44,-1.716398575805673,-0.3193018150281827,-0.3193018150281827,2.027083084789519
train_mu0.5_ic0,train,0.5,0,1,4.46,-1.722381191418722,-0.2790607669144674,-0.2790607669144674,1.996781220546752
