record,split,model,window_id,start_index,end_index,n_init,stable,x20_initialized,rmse_mv,nrmse
test_arrow_full,official_test,windowed_slot,3,17218,17518,50,True,1.424069833724225,49.56739195228295,1.0021833438726269
test_arrow_full,official_test,windowed_slot,4,22957,23257,50,True,2.588544643268709,47.81356888934174,1.0069584537064713
test_arrow_full,official_test,windowed_slot,5,28696,28996,50,True,1.2270108666209347,60.84266592137614,1.0041325370046177
test_arrow_full,official_test,windowed_slot,6,34436,34736,50,True,-9.06605217933038,78.11832348144789,1.137965848098473
test_arrow_full,official_test,windowed_slot,7,40175,40475,50,True,9.38820961700688,84.80765308348514,1.0816602372138988
test_arrow_no_extrapolation,official_test,windowed_linear,0,0,300,50,True,-0.016259833081571695,1.4844878250999454,1.0113778708337975
test_arrow_no_extrapolation,official_test,windowed_linear,1,4529,4829,50,True,-0.6388457005044955,11.390840952581609,1.0117805824279777
test_arrow_no_extrapolation,official_test,windowed_linear,2,9057,9357,50,True,-1.6424387728400993,22.901210606364163,1.0201729066563219
test_arrow_no_extrapolation,official_test,windowed_linear,3,13586,13886,50,True,1.4822135519389608,31.766077905044536,1.0011907098285195
test_arrow_no_extrapolation,official_test,windowed_linear,4,18114,18414,50,True,-1.7116663170122826,62.67450213829768,1.015468603867091
test_arrow_no_extrapolation,official_test,windowed_linear,5,22643,22943,50,True,5.880999718596504,57.59742966746666,1.076249405031792
test_arrow_no_extrapolation,official_test,windowed_linear,6,27171,27471,50,True,6.3229274867215235,50.29921626435978,1.057353138598966
test_arrow_no_extrapolation,official_test,windowed_linear,7,31700,32000,50,True,1.1304752628526917,75.73446868539087,1.0019098170500673
test_arrow_no_extrapolation,official_test,windowed_slot,0,0,300,50,True,-0.01606847346574122,1.4847997424343262,1.0115903793395518
test_arrow_no_extrapolation,official_test,windowed_slot,1,4529,4829,50,True,-0.6303480213202066,11.39752273795212,1.012374085640074
test_arrow_no_extrapolation,official_test,windowed_slot,2,9057,9357,50,True,-1.6211873015801317,22.924123924334598,1.0211936189058546
test_arrow_no_extrapolation,official_test,windowed_slot,3,13586,13886,50,True,1.4622816836705237,31.775465815098276,1.0014865942735116
test_arrow_no_extrapolation,official_test,windowed_slot,4,18114,18414,50,True,-1.6898930795265201,62.71001798440196,1.0160440408538751
test_arrow_no_extrapolation,official_test,windowed_slot,5,22643,22943,50,True,5.821842443071113,57.81761519726105,1.0803637300425775
test_arrow_no_extrapolation,official_test,windowed_slot,6,27171,27471,50,True,6.265701658637933,50.45146129012511,1.0605535215827286
test_arrow_no_extrapolation,official_test,windowed_slot,7,31700,32000,50,True,1.117158296504804,75.73472015924862,1.0019131438592626
