model,split,n_samples,derivative_rmse_c_per_s,derivative_nrmse,derivative_mae_c_per_s,derivative_bias_c_per_s,rollout_rmse_c,rollout_nrmse,rollout_mae_c,rollout_bias_c,rollout_max_abs_c
B0_fixed_cooling,train,363857,0.012319494906266017,0.6921335037768193,0.008255621411184222,-4.296176846047267e-18,11.414030982860357,0.545375989321136,8.387993718869064,-0.07744097040902181,38.017436975239725
B0_fixed_cooling,test,161477,0.01078281797736468,0.7750578591523117,0.007556471411192611,-0.0002610686877702742,4.543012376675393,0.3123728225889525,3.602261419012253,-0.8564398854760567,14.159366637500575
B3_speed_adaptive_cooling_slot,train,363857,0.011806291296674197,0.6633007135398566,0.008074952194971235,-2.4449151869323536e-17,11.24948442942597,0.537513759097351,8.323450827066884,-0.13331513518378527,36.40992612320396
B3_speed_adaptive_cooling_slot,test,161477,0.010635379075293555,0.7644601026071398,0.00781040334534656,-0.0006859808125793628,4.898683445074807,0.33682839663043435,3.865110176814904,-1.2610022498573699,13.713133987330359
B3_operating_adaptive_cooling_slot,train,363857,0.011787434953760114,0.6622413270318186,0.008077673683008877,-1.894223427575386e-17,11.088492280860489,0.5298213625698948,8.290766033872965,-0.2332161856148514,33.725511548752195
B3_operating_adaptive_cooling_slot,test,161477,0.01062332276240889,0.7635935072446591,0.007773474623562626,-0.0006794145895090328,4.895503605873181,0.33660975418255307,3.846281510283877,-1.2819396460740597,13.88898261507525
B1_full_linear_features,train,363857,0.010076634779318909,0.5661252014919866,0.0068738789857672,-2.0738817320464533e-17,5.470876737092093,0.26140500384360066,4.255909781189866,0.028335995937246276,15.343746193854784
B1_full_linear_features,test,161477,0.010580137518861358,0.7604893963822497,0.007764526642941808,-0.0009013781614795221,4.265904228901875,0.293319153546176,3.4601489867293127,-1.0610735425111304,15.704954065624612
