t,true_x1,true_x2,b0_x1,b0_x2,b1_x1,b1_x2,b2_x1,b2_x2,b3_x1,b3_x2,b4_x1,b4_x2
10.88,0.1770749671993781,-2.257920772539174,-1.137402746075079,-0.1471661235700622,0.1770749671994892,-2.257920772538008,0.1770749671993818,-2.257920772539166,0.1770749671993734,-2.257920772539179,0.1770749671993781,-2.257920772539174
10.89,0.1542665025321725,-2.303940777474669,-1.138817691641927,-0.1358201604664225,0.1542665025326546,-2.303940777471837,0.1542665025321752,-2.303940777474665,0.1542665025321682,-2.303940777474672,0.1542665025321725,-2.303940777474669
10.9,0.1309928008081737,-2.350965844068462,-1.140119094587657,-0.1244577881589342,0.1309928008082124,-2.350965844069577,0.1309928008081779,-2.350965844068447,0.1309928008081688,-2.350965844068471,0.1309928008081737,-2.350965844068462
10.91,0.1072438912097626,-2.39897905903864,-1.141306796480666,-0.1130801389253483,0.10724389120985,-2.398979059038628,0.1072438912097667,-2.398979059038628,0.1072438912097576,-2.398979059038647,0.1072438912097626,-2.39897905903864
10.92,0.08301000131563277,-2.447957553085926,-1.142380650223147,-0.1016883468481316,0.08301000131584015,-2.447957553085064,0.08301000131563667,-2.447957553085916,0.08301000131562788,-2.447957553085933,0.08301000131563277,-2.447957553085926
10.93,0.05828162001709487,-2.497871839239704,-1.143340520061014,-0.09028354773323814,0.05828162001728397,-2.497871839239151,0.05828162001709894,-2.497871839239692,0.05828162001708986,-2.497871839239711,0.05828162001709487,-2.497871839239704
10.94,0.0330495670100925,-2.548685112144581,-1.144186281611241,-0.07886687894263125,0.0330495670103022,-2.548685112143967,0.03304956701009659,-2.54868511214457,0.03304956701008747,-2.548685112144588,0.0330495670100925,-2.548685112144581
10.95,0.007305069728969544,-2.600352504213897,-1.144917821870471,-0.06743947931967073,0.007305069729153423,-2.600352504213467,0.007305069728973919,-2.600352504213884,0.007305069728964395,-2.600352504213904,0.007305069728969544,-2.600352504213897
10.96,-0.01896015217912804,-2.652820306022334,-1.145535039228619,-0.05600248907365171,-0.01896015217896018,-2.652820306022082,-0.01896015217912348,-2.65282030602232,-0.01896015217913328,-2.652820306022341,-0.01896015217912804,-2.652820306022334
10.97,-0.04575379437962786,-2.706025153749398,-1.146037843487525,-0.04455704963616335,-0.04575379437942446,-2.706025153748929,-0.04575379437962325,-2.706025153749385,-0.0457537943796331,-2.706025153749405,-0.04575379437962786,-2.706025153749398
