trajectory_id,split,x0_1,x0_2,t,x1,x2,dx1,dx2
train_ic0,train,0,1,0,0,1,1,-0.2
train_ic0,train,0,1,0.01,0.009989973358573854,0.9979920095145108,0.9979920095145108,-0.2015973935696395
train_ic0,train,0,1,0.02,0.01995978698763235,0.9959680563417933,0.9959680563417933,-0.2031935205072304
train_ic0,train,0,1,0.03,0.02990928122827971,0.9939281237965059,0.9939281237965059,-0.2047942368042175
train_ic0,train,0,1,0.04,0.03983829595618277,0.9918721370609798,0.9918721370609798,-0.2064053135575777
train_ic0,train,0,1,0.05,0.04974667002031932,0.9897999640315043,0.9897999640315043,-0.2080324364456712
train_ic0,train,0,1,0.06,0.05963424066207967,0.9877114161671638,0.9877114161671638,-0.2096812051964487
train_ic0,train,0,1,0.07,0.06950084295014952,0.9856062493928597,0.9856062493928597,-0.2113571330587299
train_ic0,train,0,1,0.08,0.0793463092669256,0.9834841648752558,0.9834841648752558,-0.2130656462418095
train_ic0,train,0,1,0.09,0.08917046868846298,0.9813448100385603,0.9813448100385603,-0.2148120833567086
train_ic0,train,0,1,0.1,0.09897314654753842,0.9791877792965848,0.9791877792965848,-0.2166016948109116
train_ic0,train,0,1,0.11,0.1087541638419331,0.977012615002838,0.977012615002838,-0.2184396421782963
train_ic0,train,0,1,0.12,0.1185133367096164,0.9748188084177275,0.9748188084177275,-0.220330997545935
train_ic0,train,0,1,0.13,0.1282504760069157,0.972605800421434,0.972605800421434,-0.2222807427895566
train_ic0,train,0,1,0.14,0.1379653867007058,0.9703729825975231,0.9703729825975231,-0.2242937688285944
train_ic0,train,0,1,0.15,0.1476578674343991,0.9681196981117617,0.9681196981117617,-0.2263748748263166
train_ic0,train,0,1,0.16,0.1573277100945816,0.9658452424830053,0.9658452424830053,-0.2285287673116053
train_ic0,train,0,1,0.17,0.1669746992291468,0.9635488647288598,0.9635488647288598,-0.2307600592726948
train_ic0,train,0,1,0.18,0.1765986116564076,0.9612297682382133,0.9612297682382133,-0.2330732691787981
train_ic0,train,0,1,0.19,0.1861992160573913,0.9588871115585559,0.9588871115585559,-0.2354728199126272
train_ic0,train,0,1,0.2,0.1957762724262458,0.9565200095684308,0.9565200095684308,-0.2379630376640849
train_ic0,train,0,1,0.21,0.2053295316731546,0.9541275344703993,0.9541275344703993,-0.240548150753729
train_ic0,train,0,1,0.22,0.2148587352924381,0.9517087165151165,0.9517087165151165,-0.2432322883468086
train_ic0,train,0,1,0.23,0.2243636148485151,0.9492625451494243,0.9492625451494243,-0.2460194791125702
train_ic0,train,0,1,0.24,0.2338438915277939,0.9467879702862132,0.9467879702862132,-0.248913649840123
train_ic0,train,0,1,0.25,0.2432992759229371,0.9442839028704033,0.9442839028704033,-0.2519186239110645
train_ic0,train,0,1,0.26,0.2527294675334324,0.9417492160617257,0.9417492160617257,-0.2550381197108263
train_ic0,train,0,1,0.27,0.2621341543319322,0.9391827466024527,0.9391827466024527,-0.2582757490051193
train_ic0,train,0,1,0.28,0.2715130125171076,0.9365832956287341,0.9365832956287341,-0.2616350151878288
train_ic0,train,0,1,0.29,0.2808657061759813,0.9339496296190304,0.9339496296190304,-0.265119311436028
train_ic0,train,0,1,0.3,0.2901918868648449,0.9312804816322319,0.9312804816322319,-0.268731918796376
train_ic0,train,0,1,0.31,0.2994911932251245,0.9285745528797363,0.9285745528797363,-0.2724760042559344
train_ic0,train,0,1,0.32,0.3087632508594456,0.9258305131946281,0.9258305131946281,-0.2763546186219713
train_ic0,train,0,1,0.33,0.3180076719129635,0.9230470023851364,0.9230470023851364,-0.2803706943593508
train_ic0,train,0,1,0.34,0.327224054745186,0.9202226315997899,0.9202226315997899,-0.2845270433765056
train_ic0,train,0,1,0.35,0.3364119836339736,0.9173559848703964,0.9173559848703964,-0.2888263547721822
train_ic0,train,0,1,0.36,0.3455710286820298,0.9144456195431797,0.9144456195431797,-0.2932711923842123
train_ic0,train,0,1,0.37,0.3547007454048852,0.9114900679016734,0.9114900679016734,-0.2978639923277425
train_ic0,train,0,1,0.38,0.3638006744849934,0.9084878386331023,0.9084878386331023,-0.3026070605012726
train_ic0,train,0,1,0.39,0.3728703415441189,0.9054374184344318,0.9054374184344318,-0.3075025700514672
train_ic0,train,0,1,0.4,0.3819092570715301,0.9023372724431045,0.9023372724431045,-0.3125525586253814
train_ic0,train,0,1,0.41,0.3909169160624737,0.8991858460858514,0.8991858460858514,-0.3177589256598821
train_ic0,train,0,1,0.42,0.3998927978437249,0.8959815666331542,0.8959815666331542,-0.3231234296498946
train_ic0,train,0,1,0.43,0.4088363659170415,0.8927228448787804,0.8927228448787804,-0.3286476853899796
train_ic0,train,0,1,0.44,0.4177470678952592,0.8894080756683389,0.8894080756683389,-0.3343331609935428
train_ic0,train,0,1,0.45,0.4266243352175721,0.8860356399102455,0.8860356399102455,-0.3401811750000832
train_ic0,train,0,1,0.46,0.4354675830488375,0.8826039063152719,0.8826039063152719,-0.3461928934995496
train_ic0,train,0,1,0.47,0.4442762102009138,0.879111232928681,0.879111232928681,-0.3523693271905377
train_ic0,train,0,1,0.48,0.4530495990603099,0.8755559680205606,0.8755559680205606,-0.3587113282802283
train_ic0,train,0,1,0.49,0.4617871154031791,0.871936452143066,0.871936452143066,-0.3652195874932639
train_ic0,train,0,1,0.5,0.4704881083831923,0.8682510201727578,0.8682510201727578,-0.3718946311852325
train_ic0,train,0,1,0.51,0.4791519105109494,0.8644980023948522,0.8644980023948522,-0.3787368182446605
train_ic0,train,0,1,0.52,0.4877778375736893,0.8606757261161497,0.8606757261161497,-0.3857463370378431
train_ic0,train,0,1,0.53,0.4963651885970411,0.8567825177320237,0.8567825177320237,-0.392923202471899
train_ic0,train,0,1,0.54,0.5049132459031856,0.8528167047117315,0.8528167047117315,-0.4002672531340143
train_ic0,train,0,1,0.55,0.5134212751087224,0.84877661661462,0.84877661661462,-0.4077781481972072
train_ic0,train,0,1,0.56,0.5218885251036716,0.8446605873010042,0.8446605873010042,-0.4154553645627342
train_ic0,train,0,1,0.57,0.5303142281764666,0.8404669571790081,0.8404669571790081,-0.4232981941819915
train_ic0,train,0,1,0.58,0.538697600070234,0.8361940744087402,0.8361940744087402,-0.4313057411458803
train_ic0,train,0,1,0.59,0.5470378400210082,0.8318402969187744,0.8318402969187744,-0.4394769189622423
train_ic0,train,0,1,0.6,0.5553341309180455,0.8274039947600499,0.8274039947600499,-0.4478104480873937
train_ic0,train,0,1,0.61,0.5635856394422084,0.8228835517107779,0.8228835517107779,-0.4563048533588647
train_ic0,train,0,1,0.62,0.5717915161526728,0.8182773670389983,0.8182773670389983,-0.4649584614787837
train_ic0,train,0,1,0.63,0.5799508956936338,0.8135838579649542,0.8135838579649542,-0.4737693988611597
train_ic0,train,0,1,0.64,0.588062897014334,0.8088014615366151,0.8088014615366151,-0.4827355894848551
train_ic0,train,0,1,0.65,0.5961266235009173,0.8039286362926416,0.8039286362926416,-0.4918547527091651
train_ic0,train,0,1,0.66,0.6041411632441591,0.7989638647889648,0.7989638647889648,-0.5011244015475167
train_ic0,train,0,1,0.67,0.6121055893307008,0.7939056556070425,0.7939056556070425,-0.5105418410093199
train_ic0,train,0,1,0.68,0.6200189600236697,0.7887525450344532,0.7887525450344532,-0.5201041663795648
train_ic0,train,0,1,0.69,0.6278803191053828,0.7835030996435355,0.7835030996435355,-0.5298082620437464
train_ic0,train,0,1,0.7,0.6356886962241907,0.7781559183054315,0.7781559183054315,-0.5396508003838146
train_ic0,train,0,1,0.71,0.6434431071317325,0.7727096339669356,0.7727096339669356,-0.5496282406556994
train_ic0,train,0,1,0.72,0.6511425541136382,0.7671629162707945,0.7671629162707945,-0.5597368284957573
train_ic0,train,0,1,0.73,0.658786026370665,0.7615144734671652,0.7615144734671652,-0.5699725954289854
train_ic0,train,0,1,0.74,0.6663725003286659,0.7557630543590662,0.7557630543590662,-0.5803313584920553
train_ic0,train,0,1,0.75,0.6739009401626791,0.7499074509116648,0.7499074509116648,-0.5908087205355058
train_ic0,train,0,1,0.76,0.681370298189873,0.7439465000012981,0.7439465000012981,-0.6014000704032021
train_ic0,train,0,1,0.77,0.688779515279166,0.7378790855891926,0.7378790855891926,-0.6121005834656057
train_ic0,train,0,1,0.78,0.696127521452711,0.7317041411954333,0.7317041411954333,-0.6229052227822851
train_ic0,train,0,1,0.79,0.7034132362891783,0.7254206515536371,0.7254206515536371,-0.6338087400606072
train_ic0,train,0,1,0.8,0.710635569451313,0.7190276549509718,0.7190276549509718,-0.6448056772287785
train_ic0,train,0,1,0.81,0.7177934213337035,0.7125242454668156,0.7125242454668156,-0.6558903684915982
train_ic0,train,0,1,0.82,0.7248856834905555,0.7059095746366842,0.7059095746366842,-0.6670569422015986
train_ic0,train,0,1,0.83,0.7319112393135044,0.699182853889658,0.699182853889658,-0.6782993236227878
train_ic0,train,0,1,0.84,0.7388689646426728,0.6923433563844854,0.6923433563844854,-0.6896112377885224
train_ic0,train,0,1,0.85,0.7457577283012421,0.6853904189032617,0.6853904189032617,-0.7009862125572618
train_ic0,train,0,1,0.86,0.7525763928799808,0.6783234441131781,0.6783234441131781,-0.7124175825357928
train_ic0,train,0,1,0.87,0.7593238152935473,0.6711419021187232,0.6711419021187232,-0.7238984927886702
train_ic0,train,0,1,0.88,0.7659988474856502,0.6638453325571663,0.6638453325571663,-0.7354219032774861
train_ic0,train,0,1,0.89,0.772600337214282,0.6564333464389955,0.6564333464389955,-0.7469805937674191
train_ic0,train,0,1,0.9,0.7791271286337831,0.64890562771587,0.64890562771587,-0.7585671686436144
