model,split,record,filename,temperature_c,amplitude_token,tau_s,dynamic_gain_ohm,n_score,s0,soc_min,soc_max,r0_min_ohm,r0_max_ohm,dynamic_correction_min_v,dynamic_correction_max_v,dynamic_correction_rms_mv,rmse_mv,mae_mv,max_abs_mv,bias_mv,nrmse
BATT4c_R0T_qtau500s_no_intercept,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,500.0,0.01452869166853324,39005,0.8728629614415837,0.02059492947572994,0.8728629614415837,0.18621058056917605,0.18621058056917605,0.0,0.02763453681138861,4.184018958943303,96.27788099079088,79.69386333074877,410.9955136382819,8.431474351249356,0.27383125891638394
BATT4c_R0T_qtau500s_no_intercept,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,500.0,0.01452869166853324,37360,0.98,0.10327855413367737,0.98,0.006854743244735878,0.006854743244735878,0.0,0.02762249477657078,4.32893661228185,13.814104011217426,10.201714575277874,241.07267976905166,-9.726470355463883,0.37559229283186296
BATT4c_R0T_qtau500s_no_intercept,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,500.0,0.01452869166853324,37360,0.9749747511731174,0.09384422383082491,0.9749747511731174,0.07067874020544751,0.07067874020544751,0.0,0.027645853368857477,4.340096090058123,27.368939390009157,18.764294046373358,334.51861998294595,-4.19590718439026,0.4430572042350218
BATT4c_R0T_qtau500s_no_intercept,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,500.0,0.01452869166853324,37360,0.98,0.1039873313569255,0.98,0.12147634023036406,0.12147634023036406,0.0,0.02762717425910738,4.328414598386984,74.53393480417432,51.90626169902214,387.29369810562275,-3.6653584892403224,0.4347978737240849
BATT4c_R0T_qtau500s_no_intercept,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,500.0,0.01452869166853324,37360,0.9817458453334182,0.10735806057075226,0.9817458453334182,0.03381778049442643,0.03381778049442643,0.0,0.027617694284505175,4.325005622560603,12.417121360253395,8.292142008464271,249.7063376889197,-4.261892010701147,0.308027683402062
BATT4c_R0T_qtau500s_no_intercept,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,500.0,0.01452869166853324,37360,0.9809374736577922,0.10008527582713245,0.9809374736577922,0.010893461097300793,0.010893461097300793,0.0,0.027648203359549282,4.343092072517068,11.030966666265794,6.507354300642815,253.5414695739746,-2.8018840156477993,0.28686516505982995
BATT4c_R0T_qtau500s_no_intercept,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,500.0,0.01452869166853324,37360,0.9899999993016378,0.11181460578635716,0.9899999993016378,0.025740344789296613,0.025740344789296613,0.0,0.02762677950595592,4.331010357810713,14.63961983777616,9.68981018870006,267.0340378059968,-9.137687476664526,0.3771141940873851
BATT4c_R0T_qtau500s_no_intercept,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,500.0,0.01452869166853324,37360,0.9727110925993573,0.09810928586897005,0.9727110925993573,0.07067874020544751,0.07067874020544751,0.0,0.027620180323579324,4.326425212801805,30.987511259244428,21.337988877940976,328.4159071824244,-3.4318389151258275,0.48112644865892684
BATT4c_R0T_qtau500s_no_intercept,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,500.0,0.01452869166853324,37360,0.98,0.10636804492140428,0.98,0.12147634023036406,0.12147634023036406,0.0,0.027622462893877042,4.3270769993492,76.64476796395759,55.64779689709355,385.59965454473,-6.027781992018246,0.44884255166828696
BATT4c_R0T_qtau500s_no_intercept,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,500.0,0.01452869166853324,37360,0.98,0.10588108887532754,0.98,0.12147634023036406,0.12147634023036406,0.0,0.02762096177944644,4.336659262739379,82.43894646461546,60.38597457634834,372.6257236119941,-11.495275001885124,0.47417188544767375
BATT4c_R0T_qtau500s_no_intercept,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,500.0,0.01452869166853324,37360,0.987880517521542,0.11042228314591163,0.987880517521542,0.0019057820140706075,0.0019057820140706075,0.0,0.0276335068234622,4.340733227157203,14.422899058028772,10.233216898398641,224.39885139465332,-4.522523150036028,0.3824629661143945
BATT4c_R0T_qtau500s_no_intercept,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,500.0,0.01452869166853324,39460,0.98,0.15983632560968197,0.98,0.0019057820140706075,0.0019057820140706075,-0.0014253117114881898,0.012641629126745785,3.206620418116132,23.64741566090094,14.381631970976901,261.43831964685836,-1.854184134102782,0.5246784894739169
BATT4c_R0T_qtau500s_no_intercept,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,500.0,0.01452869166853324,47086,0.98,0.2143915247127619,0.98,0.0019057820140706075,0.0019057820140706075,-0.00011890458051575713,0.012668322256080247,2.7265067009307113,436.2986720912233,243.39273444261823,1315.4773506449565,231.82499147222654,1.0948686758121273
BATT4c_R0T_qtau1000s_no_intercept,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,1000.0,0.009743947470198844,37360,0.98,0.10180357360222536,0.98,0.12147634023036406,0.12147634023036406,0.0,0.012465737835658736,2.500074983446632,85.5500430959633,57.357670149645614,393.7653560819765,8.624064226577998,0.4616601597066675
BATT4c_R0T_qtau1000s_no_intercept,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,1000.0,0.009743947470198844,39005,0.8728629614415837,0.02059492947572994,0.8728629614415837,0.18621058056917605,0.18621058056917605,0.0,0.012465703456176385,2.4127087346177896,96.71797973414206,79.9091422236827,410.9955136382819,9.379682286202314,0.2750829772934315
BATT4c_R0T_qtau1000s_no_intercept,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,1000.0,0.009743947470198844,37360,0.98,0.10327855413367737,0.98,0.006854743244735878,0.006854743244735878,0.0,0.01246060214419006,2.496535263582245,13.505049199587381,9.701662726138736,241.07267976905166,-8.70049993839543,0.3671893877128202
BATT4c_R0T_qtau1000s_no_intercept,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,1000.0,0.009743947470198844,37360,0.9749747511731174,0.09384422383082491,0.9749747511731174,0.07067874020544751,0.07067874020544751,0.0,0.01247122790332097,2.504524912278873,27.282673883275102,18.638245039057335,334.517960157418,-3.1648931117264887,0.4416607104326548
BATT4c_R0T_qtau1000s_no_intercept,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,1000.0,0.009743947470198844,37360,0.98,0.1039873313569255,0.98,0.12147634023036406,0.12147634023036406,0.0,0.012462493042235049,2.496069559547979,74.70325925907365,51.73894428050928,387.29369810562275,-2.639873341171729,0.4357856373937898
BATT4c_R0T_qtau1000s_no_intercept,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,1000.0,0.009743947470198844,37360,0.9817458453334182,0.10735806057075226,0.9817458453334182,0.03381778049442643,0.03381778049442643,0.0,0.012458384993179358,2.4937207298817285,12.608961844685822,8.563443363205446,249.7063376889197,-3.238055004655866,0.31278661087712084
BATT4c_R0T_qtau1000s_no_intercept,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,1000.0,0.009743947470198844,37360,0.9809374736577922,0.10008527582713245,0.9809374736577922,0.010893461097300793,0.010893461097300793,0.0,0.012472221774697567,2.5062287246968307,11.601641701265496,6.849266474875375,253.5414695739746,-1.769572808451946,0.30170582164628773
BATT4c_R0T_qtau1000s_no_intercept,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,1000.0,0.009743947470198844,37360,0.9899999993016378,0.11181460578635716,0.9899999993016378,0.025740344789296613,0.025740344789296613,0.0,0.01246232878314675,2.498380640494136,13.678552506066268,8.792027586890836,267.0340248434475,-8.110936910626354,0.35235725802772955
BATT4c_R0T_qtau1000s_no_intercept,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,1000.0,0.009743947470198844,37360,0.9727110925993573,0.09810928586897005,0.9727110925993573,0.07067874020544751,0.07067874020544751,0.0,0.012459568183393256,2.491279451299622,31.00761813933278,21.276419427108227,328.41564342558047,-2.410283258575974,0.48143863738972187
BATT4c_R0T_qtau1000s_no_intercept,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,1000.0,0.009743947470198844,37360,0.98,0.10636804492140428,0.98,0.12147634023036406,0.12147634023036406,0.0,0.012460482409976728,2.491509639372753,76.8163166205911,55.536455212520906,385.59963373169825,-5.005856212611213,0.4498471647530947
BATT4c_R0T_qtau1000s_no_intercept,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,1000.0,0.009743947470198844,37360,0.98,0.10588108887532754,0.98,0.12147634023036406,0.12147634023036406,0.0,0.01245977079989493,2.4945613240632407,82.55475195289057,60.241179426537535,374.301023491749,-10.472223009731273,0.474837974827457
BATT4c_R0T_qtau1000s_no_intercept,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,1000.0,0.009743947470198844,37360,0.987880517521542,0.11042228314591163,0.987880517521542,0.0019057820140706075,0.0019057820140706075,0.0,0.012465349340191237,2.4972151253233097,14.824785254272658,10.278714211437475,224.39885139465332,-3.4978727024901564,0.3931200875459076
BATT4c_R0T_qtau1000s_no_intercept,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,1000.0,0.009743947470198844,39460,0.98,0.15983632560968197,0.98,0.0019057820140706075,0.0019057820140706075,0.0,0.005702602062657019,1.9236893421812347,23.89991226897594,14.549202822438021,261.43831964685836,-0.9377612340922863,0.5302807734960615
BATT4c_R0T_qtau1000s_no_intercept,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,1000.0,0.009743947470198844,47086,0.98,0.2143915247127619,0.98,0.0019057820140706075,0.0019057820140706075,-3.325395920186671e-05,0.0057147659718007286,1.6724288389903454,436.3581579114365,243.4131162980787,1315.4634363740397,232.52610107396788,1.0950179523636563
