model,split,record,filename,temperature_c,amplitude_token,tau_s,dynamic_gain_ohm,n_score,s0,soc_min,soc_max,r0_min_ohm,r0_max_ohm,dynamic_correction_min_v,dynamic_correction_max_v,dynamic_correction_rms_mv,rmse_mv,mae_mv,max_abs_mv,bias_mv,nrmse
BATT4c_R0T_qtau200s_no_intercept,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,200.0,0.017363923387553284,37360,0.98,0.10180357360222536,0.98,0.12147634023036406,0.12147634023036406,0.0,0.042099482289444684,6.150784834489207,85.02702142975846,57.1781695388167,390.9886837028127,6.986613796510284,0.45883773838211805
BATT4c_R0T_qtau200s_no_intercept,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,200.0,0.017363923387553284,39005,0.8728629614415837,0.02059492947572994,0.8728629614415837,0.18621058056917605,0.18621058056917605,0.0,0.042100859553919394,5.9452387768690835,95.61997271900121,79.16814620008266,410.9955136382819,7.866648241678075,0.2719600518596676
BATT4c_R0T_qtau200s_no_intercept,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,200.0,0.017363923387553284,37360,0.98,0.10327855413367737,0.98,0.006854743244735878,0.006854743244735878,0.0,0.042079436680749024,6.145889791139762,13.832653594313422,10.45338205395611,241.07267976905166,-10.334896544326934,0.37609663827768
BATT4c_R0T_qtau200s_no_intercept,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,200.0,0.017363923387553284,37360,0.9749747511731174,0.09384422383082491,0.9749747511731174,0.07067874020544751,0.07067874020544751,0.0,0.042114489689065684,6.158861830700423,27.554999640537652,18.543933876127987,334.520589429367,-4.807363187778521,0.44606920748599604
BATT4c_R0T_qtau200s_no_intercept,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,200.0,0.017363923387553284,37360,0.98,0.1039873313569255,0.98,0.12147634023036406,0.12147634023036406,0.0,0.042088453623770866,6.145388192855501,74.28497344584694,51.739900910204014,387.29369810562275,-4.273542953024225,0.43334554372802864
BATT4c_R0T_qtau200s_no_intercept,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,200.0,0.017363923387553284,37360,0.9817458453334182,0.10735806057075226,0.9817458453334182,0.03381778049442643,0.03381778049442643,0.0,0.042072607220816745,6.141604290200211,12.205200218118456,8.042394124493978,249.7063376889197,-4.869048307646438,0.30277062127132576
BATT4c_R0T_qtau200s_no_intercept,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,200.0,0.017363923387553284,37360,0.9809374736577922,0.10008527582713245,0.9809374736577922,0.010893461097300793,0.010893461097300793,0.0,0.042117951815431084,6.163206487280726,10.156601750611179,5.716115344826786,253.5414695739746,-3.414146980602191,0.26412691886252776
BATT4c_R0T_qtau200s_no_intercept,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,200.0,0.017363923387553284,37360,0.9899999993016378,0.11181460578635716,0.9899999993016378,0.025740344789296613,0.025740344789296613,0.0,0.042087418892235946,6.148016306809681,15.720503073014209,10.176221824492693,267.03407649659727,-9.746524594702406,0.40495756807361033
BATT4c_R0T_qtau200s_no_intercept,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,200.0,0.017363923387553284,37360,0.9727110925993573,0.09810928586897005,0.9727110925993573,0.07067874020544751,0.07067874020544751,0.0,0.04207604773550698,6.1591262319904985,31.011692972117647,21.007702062859728,328.4166944435269,-4.037739692120056,0.48150190513040164
BATT4c_R0T_qtau200s_no_intercept,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,200.0,0.017363923387553284,37360,0.98,0.10636804492140428,0.98,0.12147634023036406,0.12147634023036406,0.0,0.042080548758730255,6.160328873991656,76.35736292246584,55.37513215390471,385.59971666744144,-6.6338761013924366,0.4471594672828511
BATT4c_R0T_qtau200s_no_intercept,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,200.0,0.017363923387553284,37360,0.98,0.10588108887532754,0.98,0.12147634023036406,0.12147634023036406,-0.00010244598615442745,0.042078257046105995,6.192660045029652,82.17692675332474,60.09579723257783,371.14310754720134,-12.102115879720472,0.47266480189244536
BATT4c_R0T_qtau200s_no_intercept,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,200.0,0.017363923387553284,37360,0.987880517521542,0.11042228314591163,0.987880517521542,0.0019057820140706075,0.0019057820140706075,-0.00010319667444309463,0.04209820606273041,6.199045972451318,13.613939090076853,9.60844095237399,224.39885139465332,-5.130292519506008,0.3610111603736849
BATT4c_R0T_qtau200s_no_intercept,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,200.0,0.017363923387553284,39460,0.98,0.15983632560968197,0.98,0.0019057820140706075,0.0019057820140706075,-0.005356488466163516,0.01925914308613453,4.709220962515788,23.04467689596445,13.570945980039701,261.43831964685836,-2.398281484371022,0.5113051860538254
BATT4c_R0T_qtau200s_no_intercept,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,200.0,0.017363923387553284,47086,0.98,0.2143915247127619,0.98,0.0019057820140706075,0.0019057820140706075,-0.0007743843719848219,0.01929818225519869,3.7688414039960176,436.2695624171052,243.37299276896275,1315.5218362587145,231.40951394256157,1.0947956266089238
BATT4c_R0T_qtau500s_no_intercept,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,500.0,0.01452869166853324,37360,0.98,0.10180357360222536,0.98,0.12147634023036406,0.12147634023036406,0.0,0.027634363790030946,4.3335335102445285,85.29695903325397,57.42660219914529,392.20638845031266,7.596189906536983,0.4602944230619935
