model,split,n_samples,dt_s,rmse_n,mae_n,nrmse,fit_percent,relative_error_percent,bias_n,max_abs_error_n
B0_viscous,train,2480,0.009999839611225525,9.129921901317891,7.7960954884669,0.17105548419475045,82.89445158052496,17.070867107664764,7.339218838399486e-14,35.45696687867513
B0_viscous,test,2480,0.010000080189889182,9.655548759566692,8.05297405913189,0.17003737226935325,82.99626277306467,16.972463409519285,0.04698782862307933,34.710391800950134
B0_symmetric_coulomb,train,2480,0.009999839611225525,3.2104055932194653,1.8693494993413173,0.060149198333276054,93.98508016667239,6.002724649335961,-4.941710123544439e-14,42.102422293553076
B0_symmetric_coulomb,test,2480,0.010000080189889182,4.086441260036183,2.63472276399821,0.07196356738410793,92.8036432615892,7.1831209689035305,0.030287968625425408,43.089732124499236
B3_asymmetric_friction_slot,train,2480,0.009999839611225525,2.8958132146160067,1.3943927339295101,0.05425508968397588,94.57449103160242,5.41450880847005,-1.22167509083914e-14,40.761195934883375
B3_asymmetric_friction_slot,test,2480,0.010000080189889182,3.804639896679052,2.3192868260599204,0.0670009531898922,93.29990468101079,6.687772289358758,0.030258082509835214,40.57398460203885
B1_full_polynomial_inverse,train,2480,0.009999839611225525,2.7224266551052345,1.342088252442774,0.051006570998871265,94.89934290011287,5.090315573560083,2.888012409863633e-15,36.901565443325
B1_full_polynomial_inverse,test,2480,0.010000080189889182,3.6662854387498554,2.301714494713193,0.06456448592595525,93.54355140740448,6.444573685817911,0.03319946080186634,37.40949820203019
